row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,,,,
Công ty Cổ phần Trường Thành,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty con,Cho vay,144.551.654.540,144.551.654.540,,,144551654540.0,144551654540.0
Công ty Cổ phần Chế biến Gỗ Trường Thành,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty con,Cho vay,118.063.854.139,118.063.854.139,,,118063854139.0,118063854139.0
Công ty TNHH Trồng rừng Trường Thành OJI,Phải thu về cho vay ngắn hạn > Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty liên doanh,Cho vay,32.768.064.000,28.785.510.000,,,32768064000.0,28785510000.0
Công ty Cổ phần Đồ gỗ Casadora,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Đồ gỗ Casadora,Công ty Cổ phần Đồ gỗ Casadora,Công ty con,Cho vay,15.804.000.000,11.204.000.000,,,15804000000.0,11204000000.0
Công ty TNHH MTV Sử Thiên Thanh,Phải thu về cho vay ngắn hạn > Công ty TNHH MTV Sử Thiên Thanh,Công ty TNHH MTV Sử Thiên Thanh,Công ty con,Cho vay,8.500.000.000,2.500.000.000,,,8500000000.0,2500000000.0
Công ty Cổ phần Lâm Nghiệp Trường Thành,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty con,Cho vay,2.834.312.395,2.834.312.395,,,2834312395.0,2834312395.0
Công ty Cổ phần Trồng rừng Trường Thành,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty con,Cho vay,500.000.000,-,,,500000000.0,
Trường Thành M'Drắk,Phải thu về cho vay ngắn hạn > Trường Thành M'Drắk,Trường Thành M'Drắk,Công ty con (đến ngày 9 tháng 8 năm 2021) (i),Cho vay,-,10.496.143.573,,,,10496143573.0
Trường Thành Phước An,Phải thu về cho vay ngắn hạn > Trường Thành Phước An,Trường Thành Phước An,Công ty con (đến ngày 9 tháng 8 năm 2021) (ii),Cho vay,-,9.506.757.500,,,,9506757500.0
,,,,,323.021.885.074,327.942.232.147,,,323021885074.0,327942232147.0
