row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu từ các bên khác,Phải thu từ các bên khác,Phải thu từ các bên khác,498.788.592.072,418.344.419.445,498788592072.0,418344419445.0
"- Ashley Furniture Industries, Inc.","- Ashley Furniture Industries, Inc.","- Ashley Furniture Industries, Inc.",64.874.410.500,64.874.410.500,64874410500.0,64874410500.0
- Pier 1 imports (US) Inl,- Pier 1 imports (US) Inl,- Pier 1 imports (US) Inl,56.538.863.457,56.538.863.457,56538863457.0,56538863457.0
- GME - Sanitaires Et Materiaux - Lapeyre,- GME - Sanitaires Et Materiaux - Lapeyre,- GME - Sanitaires Et Materiaux - Lapeyre,53.068.668.227,53.068.668.227,53068668227.0,53068668227.0
- Công ty Cổ phần Vinhomes,- Công ty Cổ phần Vinhomes,- Công ty Cổ phần Vinhomes,32.964.599.000,29.418.656.679,32964599000.0,29418656679.0
"- The Tjx Companies, Inc.","- The Tjx Companies, Inc.","- The Tjx Companies, Inc.",8.594.565.794,13.649.699.680,8594565794.0,13649699680.0
- Cnc Associates Inc.,- Cnc Associates Inc.,- Cnc Associates Inc.,-,2.084.139.299,,2084139299.0
- Các khách hàng khác,- Các khách hàng khác,- Các khách hàng khác,282.747.485.094,198.709.981.603,282747485094.0,198709981603.0
Phải thu các bên liên quan (TM số 31),Phải thu các bên liên quan (TM số 31),Phải thu các bên liên quan (TM số 31),168.408.975.983,189.126.567.574,168408975983.0,189126567574.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,667.197.568.055,607.470.987.019,667197568055.0,607470987019.0
Dự phòng các khoản phải thu của khách hàng ngắn hạn khó đòi,Dự phòng các khoản phải thu của khách hàng ngắn hạn khó đòi,Dự phòng các khoản phải thu của khách hàng ngắn hạn khó đòi,(430.294.426.081),(459.327.555.201),-430294426081.0,-459327555201.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,236.903.141.974,148.143.431.818,236903141974.0,148143431818.0
