row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,,,
Công ty Cổ phần Chế biến Gỗ Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty con,Cho mượn,54.729.980.016,54.707.980.016,,,54729980016.0,54707980016.0
Công ty Cổ phần Chế biến Gỗ Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty con,Lãi cho vay,16.958.870.243,16.958.870.243,,,16958870243.0,16958870243.0
Công ty Cổ phần Chế biến Gỗ Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty con,Khác,39.263.000,-,,,39263000.0,
Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea H'leo,Phải thu ngắn hạn khác > Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea H'leo,Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea H'leo,Công ty con,Cho mượn,24.928.379.364,24.928.379.364,,,24928379364.0,24928379364.0
Công ty Cổ phần Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty con,Lãi cho vay,18.540.646.105,18.540.646.105,,,18540646105.0,18540646105.0
Công ty Cổ phần Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty con,Cho mượn,272.002.106,250.002.106,,,272002106.0,250002106.0
Công ty Cổ phần Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty con,Khác,26.706.000,-,,,26706000.0,
Công ty Cổ phần Lâm nghiệp Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Lâm nghiệp Trường Thành,Công ty Cổ phần Lâm nghiệp Trường Thành,Công ty con,Lãi cho vay,3.695.183.724,3.355.066.234,,,3695183724.0,3355066234.0
Công ty Cổ phần Lâm nghiệp Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Lâm nghiệp Trường Thành,Công ty Cổ phần Lâm nghiệp Trường Thành,Công ty con,Chi hộ,127.895.460,149.345.460,,,127895460.0,149345460.0
Công ty Cổ phần Trồng rừng Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty con,Chi hộ,3.449.865.999,3.442.715.999,,,3449865999.0,3442715999.0
Công ty Cổ phần Đồ gỗ Casadora,Phải thu ngắn hạn khác > Công ty Cổ phần Đồ gỗ Casadora,Công ty Cổ phần Đồ gỗ Casadora,Công ty con,Lãi cho vay,2.415.700.338,996.296.231,,,2415700338.0,996296231.0
Công ty Cổ phần Đồ gỗ Casadora,Phải thu ngắn hạn khác > Công ty Cổ phần Đồ gỗ Casadora,Công ty Cổ phần Đồ gỗ Casadora,Công ty con,Cho mượn,-,9.350.000,,,,9350000.0
Công ty TNHH MTV Sử Thiên Thanh,Phải thu ngắn hạn khác > Công ty TNHH MTV Sử Thiên Thanh,Công ty TNHH MTV Sử Thiên Thanh,Công ty con,Lãi cho vay,684.164.387,169.520.549,,,684164387.0,169520549.0
Công ty TNHH MTV Sử Thiên Thanh,Phải thu ngắn hạn khác > Công ty TNHH MTV Sử Thiên Thanh,Công ty TNHH MTV Sử Thiên Thanh,Công ty con,Cho mượn,148.500.000,110.000.000,,,148500000.0,110000000.0
Công ty TNHH Trồng rừng Trường Thành OJI,Phải thu ngắn hạn khác > Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty liên doanh,Lãi cho vay,307.028.351,323.136.707,,,307028351.0,323136707.0
Ông Mai Hữu Tín,Phải thu ngắn hạn khác > Ông Mai Hữu Tín,Ông Mai Hữu Tín,"Chủ tịch Hội Đồng Quản Trị (""HĐQT"")",Chi hộ,204.689.860,227.380.995,,,204689860.0,227380995.0
Công ty Cổ phần Bao bì Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Bao bì Trường Thành,Công ty Cổ phần Bao bì Trường Thành,Công ty liên kết,Chi hộ,54.303.700,65.303.700,,,54303700.0,65303700.0
Công ty Cổ phần Central Wood,Phải thu ngắn hạn khác > Công ty Cổ phần Central Wood,Công ty Cổ phần Central Wood,Công ty con,Chi hộ,15.400.000,7.700.000,,,15400000.0,7700000.0
Trường Thành Phước An,Phải thu ngắn hạn khác > Trường Thành Phước An,Trường Thành Phước An,Công ty con,Lãi cho vay,-,4.747.696.325,,,,4747696325.0
Trường Thành Phước An,Phải thu ngắn hạn khác > Trường Thành Phước An,Trường Thành Phước An,(đến ngày 9 tháng 8 năm 2021) (ii),Chi hộ,-,81.803.700,,,,81803700.0
Trường Thành M'Drắk,Phải thu ngắn hạn khác > Trường Thành M'Drắk,Trường Thành M'Drắk,Công ty con,Lãi cho vay,-,1.798.906.664,,,,1798906664.0
Trường Thành M'Drắk,Phải thu ngắn hạn khác > Trường Thành M'Drắk,Trường Thành M'Drắk,(đến ngày 9 tháng 8 năm 2021) (i),Cho mượn,-,513.952.300,,,,513952300.0
Công ty Cổ phần Trường Thành Xanh,Phải thu ngắn hạn khác > Công ty Cổ phần Trường Thành Xanh,Công ty Cổ phần Trường Thành Xanh,Công ty con,Cho mượn,-,32.450.000,,,,32450000.0
Ông Nguyễn Trọng Hiếu,Phải thu ngắn hạn khác > Ông Nguyễn Trọng Hiếu,Ông Nguyễn Trọng Hiếu,Thành viên HĐQT,Tạm ứng,-,1.680.000,,,,1680000.0
,,,,,126.598.578.653,131.418.182.698,,,126598578653.0,131418182698.0
