row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Nguyên liệu vật liệu,Nguyên liệu vật liệu,Nguyên liệu vật liệu,454.978.836.933,(39.155.206.963),475.568.440.111,(148.388.141.158),454978836933.0,-39155206963.0,475568440111.0,-148388141158.0
Công cụ dụng cụ,Công cụ dụng cụ,Công cụ dụng cụ,2.445.080.776,-,2.185.272.947,-,2445080776.0,,2185272947.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,109.832.518.664,(27.552.233.108),172.530.638.727,(35.204.522.317),109832518664.0,-27552233108.0,172530638727.0,-35204522317.0
Chi phí dở dang hàng sản xuất,Chi phí dở dang hàng sản xuất,Chi phí dở dang hàng sản xuất,93.887.894.647,(22.313.385.141),104.988.499.971,(27.229.489.198),93887894647.0,-22313385141.0,104988499971.0,-27229489198.0
Chi phí dở dang công trình lắp đặt,Chi phí dở dang công trình lắp đặt,Chi phí dở dang công trình lắp đặt,7.727.971.194,-,22.681.077.172,(1.298.271.535),7727971194.0,,22681077172.0,-1298271535.0
Chi phí trồng rừng,Chi phí trồng rừng,Chi phí trồng rừng,8.216.652.823,(5.238.847.967),44.861.061.584,(6.676.761.584),8216652823.0,-5238847967.0,44861061584.0,-6676761584.0
Thành phẩm,Thành phẩm,Thành phẩm,143.631.776.315,(17.451.728.089),131.941.789.309,(51.824.107.609),143631776315.0,-17451728089.0,131941789309.0,-51824107609.0
Hàng hóa,Hàng hóa,Hàng hóa,2.803.059.220,(34.400.000),8.756.440.935,(3.301.714.160),2803059220.0,-34400000.0,8756440935.0,-3301714160.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,713.691.271.908,(84.193.568.160),790.982.582.029,(238.718.485.244),713691271908.0,-84193568160.0,790982582029.0,-238718485244.0
