row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,397.844.136.454,382.761.582.454,397844136454.0,382761582454.0
Cho vay các bên liên quan (TM số 31) (*),Cho vay các bên liên quan (TM số 31) (*),Cho vay các bên liên quan (TM số 31) (*),323.021.885.074,327.942.232.147,323021885074.0,327942232147.0
Cho các bên khác vay,Cho các bên khác vay,Cho các bên khác vay,74.822.251.380,54.819.350.307,74822251380.0,54819350307.0
"- Công ty TNHH Xây dựng vàThương mại DLC (""DLC"")","- Công ty TNHH Xây dựng vàThương mại DLC (""DLC"")","- Công ty TNHH Xây dựng vàThương mại DLC (""DLC"")",35.675.832.377,35.675.832.377,35675832377.0,35675832377.0
- Công ty TNHH Xây dựng Đồng Long,- Công ty TNHH Xây dựng Đồng Long,- Công ty TNHH Xây dựng Đồng Long,14.143.517.930,14.143.517.930,14143517930.0,14143517930.0
- Công ty Cổ phần T & T M'Drak,- Công ty Cổ phần T & T M'Drak,- Công ty Cổ phần T & T M'Drak,10.496.143.573,-,10496143573.0,
- Công ty Cổ phần Vật liệu xây dựng TrườngThành - Phước An,- Công ty Cổ phần Vật liệu xây dựng TrườngThành - Phước An,- Công ty Cổ phần Vật liệu xây dựng TrườngThành - Phước An,9.506.757.500,-,9506757500.0,
- Công ty Cổ phần Nông Lâm Công nghiệpTrường An,- Công ty Cổ phần Nông Lâm Công nghiệpTrường An,- Công ty Cổ phần Nông Lâm Công nghiệpTrường An,5.000.000.000,5.000.000.000,5000000000.0,5000000000.0
Dài hạn,Dài hạn,Dài hạn,4.581.360.000,9.107.358.000,4581360000.0,9107358000.0
Cho vay các bên liên quan (TM số 31) (*),Cho vay các bên liên quan (TM số 31) (*),Cho vay các bên liên quan (TM số 31) (*),4.581.360.000,9.107.358.000,4581360000.0,9107358000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,402.425.496.454,391.868.940.454,402425496454.0,391868940454.0
Dự phòng phải thu cho vay khó đòi,Dự phòng phải thu cho vay khó đòi,Dự phòng phải thu cho vay khó đòi,(241.687.594.908),(265.207.839.089),-241687594908.0,-265207839089.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,160.737.901.546,126.661.101.365,160737901546.0,126661101365.0
