row_label_raw,row_label_full,"Tên công ty liên doanh, liên kết",Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,Địa điểm,Ngành nghề kinh doanh,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2,numeric__Địa điểm,numeric__Ngành nghề kinh doanh
"Tên công ty liên doanh, liên kết","Tên công ty liên doanh, liên kết","Tên công ty liên doanh, liên kết",Tỷ lệ sở hữu và biểu quyết(%),Giá gốcVND,Dự phòngVND,Tỷ lệ sở hữu và biểu quyết(%),Giá gốcVND,Dự phòngVND,Địa điểm,Ngành nghề kinh doanh,,,,,,,,
Công ty TNHH Trồng rừng Trường Thành OJI,"Tên công ty liên doanh, liên kết > Công ty TNHH Trồng rừng Trường Thành OJI",Công ty TNHH Trồng rừng Trường Thành OJI,"51,00",94.930.473.000,(29.207.931.439),"51,00",94.930.473.000,(26.988.658.157),Phú Yên,Trồng rừng,51.0,94930473000.0,-29207931439.0,51.0,94930473000.0,-26988658157.0,,
Công ty Cổ phần Viestones,"Tên công ty liên doanh, liên kết > Công ty Cổ phần Viestones",Công ty Cổ phần Viestones,"20,00",4.200.000.000,-,"20,00",4.200.000.000,-,Bình Dương,Sản xuất đá xây dựng,20.0,4200000000.0,,20.0,4200000000.0,,,
Công ty Cổ phần Bao bì Trường Thành,"Tên công ty liên doanh, liên kết > Công ty Cổ phần Bao bì Trường Thành",Công ty Cổ phần Bao bì Trường Thành,"43,76",2.000.000.000,(2.000.000.000),"43,76",2.000.000.000,(2.000.000.000),TP. HCM,Bao bì,43.76,2000000000.0,-2000000000.0,43.76,2000000000.0,-2000000000.0,,
TỔNG CỘNG,"Tên công ty liên doanh, liên kết > TỔNG CỘNG",TỔNG CỘNG,,101.130.473.000,(31.207.931.439),,101.130.473.000,(28.988.658.157),,,,101130473000.0,-31207931439.0,,101130473000.0,-28988658157.0,,
