row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Lãi vay và lãi đặt cọc (*),Lãi vay và lãi đặt cọc (*),Lãi vay và lãi đặt cọc (*),185.259.367.859,254.354.946.064,185259367859.0,254354946064.0
Bồi thường quyền phát triển rừng do không cung cấp đủ diện tích rừng trồng như đã cam kết (**),Bồi thường quyền phát triển rừng do không cung cấp đủ diện tích rừng trồng như đã cam kết (**),Bồi thường quyền phát triển rừng do không cung cấp đủ diện tích rừng trồng như đã cam kết (**),46.130.000.000,46.380.000.000,46130000000.0,46380000000.0
Chi phí xây dựng,Chi phí xây dựng,Chi phí xây dựng,17.995.262.827,17.474.175.366,17995262827.0,17474175366.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,15.694.329.184,7.847.164.590,15694329184.0,7847164590.0
"Chi phí lương, thưởng","Chi phí lương, thưởng","Chi phí lương, thưởng",9.828.014.000,8.305.053.000,9828014000.0,8305053000.0
Khác,Khác,Khác,7.658.606.504,3.497.118.532,7658606504.0,3497118532.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,282.565.580.374,337.858.457.552,282565580374.0,337858457552.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,233.010.007.764,290.541.193.987,233010007764.0,290541193987.0
Phải trả bên liên quan (TM số 31),Trong đó: > Phải trả bên liên quan (TM số 31),Phải trả bên liên quan (TM số 31),49.555.572.610,47.317.263.565,49555572610.0,47317263565.0
