row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,15.537.482.574,5.614.171.829,,,15537482574.0,5614171829.0
02,02,02,Khấu hao và hao mòn,"13, 14",23.461.334.637,15.653.460.268,,,23461334637.0,15653460268.0
03,03,03,Hoàn nhập các khoản dự phòng,,(223.850.428.090),(197.176.335.114),,,-223850428090.0,-197176335114.0
04,04,04,Lỗ chênh lệch tỷ giá hối đoái,,716.065.356,1.124.937.125,,,716065356.0,1124937125.0
05,05,05,Lãi từ hoạt động đầu tư,,(14.450.507.020),(66.205.343.716),,,-14450507020.0,-66205343716.0
06,06,06,Chi phí lãi vay,26,48.010.877.541,106.268.765.277,,26.0,48010877541.0,106268765277.0
08,08,08,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu động,,(150.575.175.002),(134.720.344.331),,,-150575175002.0,-134720344331.0
09,09,09,(Tăng) giảm các khoản phải thu,,(238.799.608.995),48.277.380.923,,,-238799608995.0,48277380923.0
10,10,10,Giảm hàng tồn kho,,77.291.310.121,64.971.909.006,,,77291310121.0,64971909006.0
11,11,11,Tăng (giảm) các khoản phải trả,,73.693.999.146,(99.992.984.218),,,73693999146.0,-99992984218.0
12,12,12,Tăng chi phí trả trước,,(3.615.095.698),(5.986.672.657),,,-3615095698.0,-5986672657.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,19,(300.000.000),-,,19.0,-300000000.0,
20,20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(242.304.570.428),(127.450.711.277),,,-242304570428.0,-127450711277.0
,,,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định (""TSCĐ"")",,(49.926.992.611),(84.295.451.835),,,-49926992611.0,-84295451835.0
22,22,22,Tiền thu từ thanh lý TSCĐ,,40.881.666.480,7.133.705.415,,,40881666480.0,7133705415.0
23,23,23,Tiền chi cho vay và gửi ngân hàng có kỳ hạn,,(34.027.940.768),(116.988.106.719),,,-34027940768.0,-116988106719.0
24,24,24,Thu hồi tiền gửi ngân hàng có kỳ hạn và tiền cho vay,,8.716.003.082,250.958.359.913,,,8716003082.0,250958359913.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(61.000.000.000),(34.800.000.000),,,-61000000000.0,-34800000000.0
26,26,26,Tiền thu hồi từ bán các khoản đầu tư góp vốn vào đơn vị khác,,1.500.000.000,17.501.124.226,,,1500000000.0,17501124226.0
27,27,27,Tiền thu lãi tiền gửi và cho vay,,2.924.303.753,11.181.082.991,,,2924303753.0,11181082991.0
30,30,30,Lưu chuyển tiền thuần(sử dụng vào) từ hoạt động đầu tư,,(90.932.960.064),50.690.713.991,,,-90932960064.0,50690713991.0
