row_label_raw,row_label_full,col_0,Số cổ phiếu,numeric__Số cổ phiếu
Số đầu năm,Số đầu năm,Số đầu năm,153.950.927,153950927.0
Tăng vốn trong năm,Tăng vốn trong năm,Tăng vốn trong năm,163.037.510,163037510.0
Số cuối năm,Số cuối năm,Số cuối năm,316.988.437,316988437.0
