row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGẮN HẠN,,18.862.861.306.281,12.288.142.407.269,,,18862861306281.0,12288142407269.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,3.410.983.351.393,996.983.462.012,,4.0,3410983351393.0,996983462012.0
111,111,111,1. Tiền,,2.189.863.295.952,994.084.241.883,,,2189863295952.0,994084241883.0
112,112,112,2. Các khoản tương đương tiền,,1.221.120.055.441,2.899.220.129,,,1221120055441.0,2899220129.0
130,130,130,II. Các khoản phải thu ngắn hạn,,2.765.847.815.554,1.410.642.874.572,,,2765847815554.0,1410642874572.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,1.431.776.840.141,243.463.945.511,,5.0,1431776840141.0,243463945511.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7,117.942.038.760,315.210.181.153,,7.0,117942038760.0,315210181153.0
135,135,135,3. Phải thu về cho vay ngắn hạn,6,84.700.000.000,-,,6.0,84700000000.0,
136,136,136,4. Phải thu ngắn hạn khác,8,1.131.428.936.653,851.968.747.908,,8.0,1131428936653.0,851968747908.0
140,140,140,III. Hàng tồn kho,9,12.050.162.650.982,9.370.731.749.778,,9.0,12050162650982.0,9370731749778.0
141,141,141,1. Hàng tồn kho,,12.309.955.461.929,9.513.657.569.828,,,12309955461929.0,9513657569828.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(259.792.810.947),(142.925.820.050),,,-259792810947.0,-142925820050.0
150,150,150,IV. Tài sản ngắn hạn khác,,635.867.488.352,509.784.320.907,,,635867488352.0,509784320907.0
151,151,151,1. Chi phí trả trước ngắn hạn,10,338.169.643.457,207.882.145.656,,10.0,338169643457.0,207882145656.0
152,152,152,2. Thuế GTGT được khấu trừ,,297.598.157.759,301.899.675.251,,,297598157759.0,301899675251.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,,99.687.136,2.500.000,,,99687136.0,2500000.0
200,200,200,B. TÀI SẢN DÀI HẠN,,3.959.802.908.939,2.566.120.825.722,,,3959802908939.0,2566120825722.0
210,210,210,I. Phải thu dài hạn,,242.115.970.118,179.685.175.407,,,242115970118.0,179685175407.0
216,216,216,1. Phải thu dài hạn khác,11,242.115.970.118,179.685.175.407,,11.0,242115970118.0,179685175407.0
220,220,220,II. Tài sản cố định,,3.463.657.994.935,2.096.423.249.031,,,3463657994935.0,2096423249031.0
221,221,221,1. Tài sản cố định hữu hình,12,3.435.848.333.299,2.069.808.781.368,,12.0,3435848333299.0,2069808781368.0
222,222,222,Nguyên giá,,4.832.699.906.378,2.784.487.122.434,,,4832699906378.0,2784487122434.0
223,223,223,Giá trị khấu hao lũy kế,,(1.396.851.573.079),(714.678.341.066),,,-1396851573079.0,-714678341066.0
227,227,227,2. Tài sản cố định vô hình,13,27.809.661.636,26.614.467.663,,13.0,27809661636.0,26614467663.0
228,228,228,Nguyên giá,,32.779.467.144,31.108.130.144,,,32779467144.0,31108130144.0
229,229,229,Giá trị hao mòn lũy kế,,(4.969.805.508),(4.493.662.481),,,-4969805508.0,-4493662481.0
240,240,240,III. Tài sản dở dang dài hạn,,35.457.406.785,80.420.562.147,,,35457406785.0,80420562147.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,14,35.457.406.785,80.420.562.147,,14.0,35457406785.0,80420562147.0
260,260,260,IV. Tài sản dài hạn khác,,218.571.537.101,209.591.839.137,,,218571537101.0,209591839137.0
261,261,261,1. Chi phí trả trước dài hạn,15,97.701.063.493,123.544.885.549,,15.0,97701063493.0,123544885549.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,28.3,120.870.473.608,83.541.781.452,,283.0,120870473608.0,83541781452.0
269,269,269,3. Lợi thế thương mại,16,-,2.505.172.136,,16.0,,2505172136.0
270,270,270,TỔNG CỘNG TÀI SẢN,,22.822.664.215.220,14.854.263.232.991,,,22822664215220.0,14854263232991.0
