row_label_raw,row_label_full,col_0,Băng cân đốikế toán hợp nhất,Băng cân đốikế toán hợp nhất_1,Báo cáo kết quả hoạt độngkinh doanh hợp nhất,Báo cáo kết quả hoạt độngkinh doanh hợp nhất_1,numeric__Băng cân đốikế toán hợp nhất,numeric__Băng cân đốikế toán hợp nhất_1,numeric__Báo cáo kết quả hoạt độngkinh doanh hợp nhất,numeric__Báo cáo kết quả hoạt độngkinh doanh hợp nhất_1
,,,Số cuối năm,Số đầu năm,Năm nay,Năm trước,,,,
Các khoản chi phí phải trả,Các khoản chi phí phải trả,Các khoản chi phí phải trả,59.733.000.000,47.618.094.926,12.114.905.074,47.618.094.926,59733000000.0,47618094926.0,12114905074.0,47618094926.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,51.958.562.189,28.585.164.010,23.373.398.179,13.180.433.944,51958562189.0,28585164010.0,23373398179.0,13180433944.0
Dự phòng chi phí bảo hành,Dự phòng chi phí bảo hành,Dự phòng chi phí bảo hành,9.164.907.946,7.344.497.606,1.820.410.340,7.344.497.606,9164907946.0,7344497606.0,1820410340.0,7344497606.0
Chênh lệch tỷ giá chưa thực hiện,Chênh lệch tỷ giá chưa thực hiện,Chênh lệch tỷ giá chưa thực hiện,14.003.473,(5.975.090),19.978.563,(5.975.090),14003473.0,-5975090.0,19978563.0,-5975090.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,120.870.473.608,83.541.781.452,,,120870473608.0,83541781452.0,,
Thu nhập thuế thu nhập hoãn lại tính vào báo cáo kết quả kinh doanh hợp nhất,Thu nhập thuế thu nhập hoãn lại tính vào báo cáo kết quả kinh doanh hợp nhất,Thu nhập thuế thu nhập hoãn lại tính vào báo cáo kết quả kinh doanh hợp nhất,Thu nhập thuế thu nhập hoãn lại tính vào báo cáo kết quả kinh doanh hợp nhất,Thu nhập thuế thu nhập hoãn lại tính vào báo cáo kết quả kinh doanh hợp nhất,37.328.692.156,68.137.051.386,,,37328692156.0,68137051386.0
