row_label_raw,row_label_full,Phải thu bên liên quan (Thuyết minh số 30),Số cuối năm > 914.052.606.819,VND Số đầu năm > -,numeric__Số cuối năm > 914.052.606.819,numeric__VND Số đầu năm > -
Phải thu các bên khác,Phải thu các bên khác,Phải thu các bên khác,517.724.233.322,243.463.945.511,517724233322.0,243463945511.0
- Công ty Tài Chính TNHH MTV Home Credit Việt Nam,- Công ty Tài Chính TNHH MTV Home Credit Việt Nam,- Công ty Tài Chính TNHH MTV Home Credit Việt Nam,174.547.697.188,81.672.175.383,174547697188.0,81672175383.0
- Ngân hàng TMCP Việt Nam Thịnh Vượng,- Ngân hàng TMCP Việt Nam Thịnh Vượng,- Ngân hàng TMCP Việt Nam Thịnh Vượng,131.990.737.564,56.759.424.440,131990737564.0,56759424440.0
- Các bên khác,- Các bên khác,- Các bên khác,211.185.798.570,105.032.345.688,211185798570.0,105032345688.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.431.776.840.141,243.463.945.511,1431776840141.0,243463945511.0
