row_label_raw,row_label_full,col_0,Nămđáo hạn,31/12/2020VND,1/1/2020VND,numeric__Nămđáo hạn,numeric__31/12/2020VND,numeric__1/1/2020VND
Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,,,
▪ Tổng Công ty Cổ phần Phong Phú (i),Phải thu về cho vay các công ty con > ▪ Tổng Công ty Cổ phần Phong Phú (i),▪ Tổng Công ty Cổ phần Phong Phú (i),2035,531.150.923.620,540.669.402.390,2035.0,531150923620.0,540669402390.0
▪ Tổng Công ty Cổ phần Đệt May Hà Nội (i) – công ty con cấp 2,Phải thu về cho vay các công ty con > ▪ Tổng Công ty Cổ phần Đệt May Hà Nội (i) – công ty con cấp 2,▪ Tổng Công ty Cổ phần Đệt May Hà Nội (i) – công ty con cấp 2,2035,217.002.896.414,220.891.692.177,2035.0,217002896414.0,220891692177.0
▪ Tổng Công ty Cổ phần Đệt May Hòa Thọ (i),Phải thu về cho vay các công ty con > ▪ Tổng Công ty Cổ phần Đệt May Hòa Thọ (i),▪ Tổng Công ty Cổ phần Đệt May Hòa Thọ (i),2035,213.666.699.872,217.495.709.395,2035.0,213666699872.0,217495709395.0
▪ Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 1 (i),Phải thu về cho vay các công ty con > ▪ Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 1 (i),▪ Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 1 (i),2035,134.400.010.740,136.808.523.325,2035.0,134400010740.0,136808523325.0
▪ Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 2 (ii),Phải thu về cho vay các công ty con > ▪ Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 2 (ii),▪ Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 2 (ii),2022,32.400.000.000,32.000.000.000,2022.0,32400000000.0,32000000000.0
▪ Công ty Cổ phần Đệt May Huế (i),Phải thu về cho vay các công ty con > ▪ Công ty Cổ phần Đệt May Huế (i),▪ Công ty Cổ phần Đệt May Huế (i),2035,81.183.625.042,82.638.474.478,2035.0,81183625042.0,82638474478.0
▪ Công ty TNHH Một thành viên Đệt 8-3 – công ty con cấp 2 (i),Phải thu về cho vay các công ty con > ▪ Công ty TNHH Một thành viên Đệt 8-3 – công ty con cấp 2 (i),▪ Công ty TNHH Một thành viên Đệt 8-3 – công ty con cấp 2 (i),2035,75.896.383.023,77.256.482.337,2035.0,75896383023.0,77256482337.0
▪ Công ty TNHH Một thành viên Đệt 8-3 – công ty con cấp 2,Phải thu về cho vay các công ty con > ▪ Công ty TNHH Một thành viên Đệt 8-3 – công ty con cấp 2,▪ Công ty TNHH Một thành viên Đệt 8-3 – công ty con cấp 2,2021,-,38.576.562.952,2021.0,,38576562952.0
▪ Công ty TNHH Một thành viên Đệt Kim Đông Xuân (i),Phải thu về cho vay các công ty con > ▪ Công ty TNHH Một thành viên Đệt Kim Đông Xuân (i),▪ Công ty TNHH Một thành viên Đệt Kim Đông Xuân (i),2035,60.126.871.358,61.204.373.698,2035.0,60126871358.0,61204373698.0
,,,,1.345.827.410.069,1.407.541.220.752,,1345827410069.0,1407541220752.0
