row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2020 VND,1/1/2020 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2020 VND,numeric__1/1/2020 VND Đã điều chỉnh lại
Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),200,,5.913.814.394.191,6.078.316.096.595,200.0,,5913814394191.0,6078316096595.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,1.631.078.372.621,1.691.698.534.360,210.0,,1631078372621.0,1691698534360.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,8(b),1.345.827.410.069,1.407.541.220.752,215.0,,1345827410069.0,1407541220752.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,9(b),285.250.962.552,284.157.313.608,216.0,,285250962552.0,284157313608.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,1.100.734.295.866,1.198.977.186.305,220.0,,1100734295866.0,1198977186305.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,12,1.039.404.891.409,1.135.907.494.436,221.0,12.0,1039404891409.0,1135907494436.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,1.724.871.413.805,1.713.392.138.259,222.0,,1724871413805.0,1713392138259.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(685.466.522.396),(577.484.643.823),223.0,,-685466522396.0,-577484643823.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,13,61.329.404.457,63.069.691.869,227.0,13.0,61329404457.0,63069691869.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,81.790.248.511,81.759.326.511,228.0,,81790248511.0,81759326511.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(20.460.844.054),(18.689.634.642),229.0,,-20460844054.0,-18689634642.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,65.060.414.073,44.551.177.250,240.0,,65060414073.0,44551177250.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,14,65.060.414.073,44.551.177.250,242.0,14.0,65060414073.0,44551177250.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,5(b),3.064.771.104.226,3.085.164.506.346,250.0,,3064771104226.0,3085164506346.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,2.142.081.329.010,2.140.377.966.617,251.0,,2142081329010.0,2140377966617.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,252,,1.082.737.329.878,1.082.737.329.878,252.0,,1082737329878.0,1082737329878.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,55.758.224.260,55.758.224.260,253.0,,55758224260.0,55758224260.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(215.805.778.922),(193.709.014.409),254.0,,-215805778922.0,-193709014409.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,52.170.207.405,57.924.692.334,260.0,,52170207405.0,57924692334.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,15,52.170.207.405,57.924.692.334,261.0,15.0,52170207405.0,57924692334.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,8.266.021.446.157,8.953.528.559.630,270.0,,8266021446157.0,8953528559630.0
