row_label_raw,row_label_full,Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \) > Tiền và các khoản tương đương tiền đầu năm,Mã số > 50 > 60,Thuyết minh,2020 VND > (14.879.760.048) > 87.308.080.590,2019 VND > (1.015.864.136.019) > 1.102.288.489.466,numeric__Mã số > 50 > 60,numeric__Thuyết minh,numeric__2020 VND > (14.879.760.048) > 87.308.080.590,numeric__2019 VND > (1.015.864.136.019) > 1.102.288.489.466
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,1.372.039.939,883.727.143,61.0,,1372039939.0,883727143.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),70,4,73.800.360.481,87.308.080.590,70.0,4.0,73800360481.0,87308080590.0
