row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2020 VND,1/1/2020 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2020 VND,numeric__1/1/2020 VND Đã điều chỉnh lại
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),TÀI SẢN > Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),100,,2.352.207.051.966,2.875.212.463.035,100.0,,2352207051966.0,2875212463035.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,73.800.360.481,87.308.080.590,110.0,4.0,73800360481.0,87308080590.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,63.416.675.864,38.308.080.590,111.0,,63416675864.0,38308080590.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,10.383.684.617,49.000.000.000,112.0,,10383684617.0,49000000000.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,935.258.000.000,1.280.658.000.000,120.0,,935258000000.0,1280658000000.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,5(a),935.258.000.000,1.280.658.000.000,123.0,,935258000000.0,1280658000000.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,1.208.458.211.373,1.220.849.891.673,130.0,,1208458211373.0,1220849891673.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,6,261.773.732.407,188.439.233.481,131.0,6.0,261773732407.0,188439233481.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,7,52.006.149.027,55.601.720.886,132.0,7.0,52006149027.0,55601720886.0
Phải thu về cho vay ngắn hạn,TÀI SẢN > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,8(a),226.733.263.412,190.256.716.838,135.0,,226733263412.0,190256716838.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,9(a),668.643.128.427,787.250.282.368,136.0,,668643128427.0,787250282368.0
Dự phòng phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,137,10,(698.061.900),(698.061.900),137.0,10.0,-698061900.0,-698061900.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,11,119.193.362.275,270.819.496.947,140.0,11.0,119193362275.0,270819496947.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,122.643.076.577,278.813.110.487,141.0,,122643076577.0,278813110487.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(3.449.714.302),(7.993.613.540),149.0,,-3449714302.0,-7993613540.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,15.497.117.837,15.576.993.825,150.0,,15497117837.0,15576993825.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,,2.712.193.311,4.414.719.049,151.0,,2712193311.0,4414719049.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,12.389.704.327,10.941.554.577,152.0,,12389704327.0,10941554577.0
Thuế và các khoản khác phải thu Nhà nước,TÀI SẢN > Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,18(a),395.220.199,220.720.199,153.0,,395220199.0,220720199.0
