row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2020 VND,2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2020 VND,numeric__2019 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
Lợi nhuận trước thuế Điều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuế Điều chỉnh cho các khoản,Lợi nhuận trước thuế Điều chỉnh cho các khoản,01,,146.202.152.397,292.389.411.629,1.0,,146202152397.0,292389411629.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,,112.392.933.867,113.162.289.747,2.0,,112392933867.0,113162289747.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,,17.552.865.275,(13.297.784.727),3.0,,17552865275.0,-13297784727.0
Lãi chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ,Lãi chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tệ,04,,(11.176.177),(1.647.605.235),4.0,,-11176177.0,-1647605235.0
có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > có gốc ngoại tệ,có gốc ngoại tệ,05,,(293.915.700.650),(494.663.679.410),5.0,,-293915700650.0,-494663679410.0
Lãi từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,06,,59.319.608.732,88.449.551.143,6.0,,59319608732.0,88449551143.0
Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,,,,6.0,,,
Lợi nhuận/(lỗ) từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận/(lỗ) từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận/(lỗ) từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,,41.540.683.444,(15.607.816.853),8.0,,41540683444.0,-15607816853.0
Biến động các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu,Biến động các khoản phải thu,09,,(67.431.114.059),(50.623.548.601),9.0,,-67431114059.0,-50623548601.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,,156.170.033.910,(23.193.021.077),10.0,,156170033910.0,-23193021077.0
Biến động các khoản phải trả và nợ phải trả khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,,(19.753.490.026),90.951.893.353,11.0,,-19753490026.0,90951893353.0
Biến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,,3.185.370.595,6.109.034.450,12.0,,3185370595.0,6109034450.0
,,,,,113.711.483.864,7.636.541.272,,,113711483864.0,7636541272.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(61.655.302.245),(91.903.967.427),14.0,,-61655302245.0,-91903967427.0
Tiền trả về Quỹ Hỗ trợ Sắp xếp và Phát triển Doanh nghiệp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền trả về Quỹ Hỗ trợ Sắp xếp và Phát triển Doanh nghiệp,Tiền trả về Quỹ Hỗ trợ Sắp xếp và Phát triển Doanh nghiệp,17,,(357.614.866.635),-,17.0,,-357614866635.0,
Tiền chi khác cho hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,,(4.997.961.666),(11.815.646.180),17.0,,-4997961666.0,-11815646180.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,(310.556.646.682),(96.083.072.335),20.0,,-310556646682.0,-96083072335.0
