row_label_raw,row_label_full,Vay,Vay_1,Vay_2,Vay_3,Vay_4,Vay_5,numeric__Vay_1,numeric__Vay_2,numeric__Vay_3,numeric__Vay_4,numeric__Vay_5
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,,
,,,1/1/2020Giá trị ghi số và số có khả năng trả nợ VND,Tăng VND,Biến động trong năm,Biến động trong năm,31/12/2020Giá trị ghi số và số có khả năng trả nợ VND,,,,,
,,,1/1/2020Giá trị ghi số và số có khả năng trả nợ VND,Tăng VND,Giảm VND,Chênh lệch tỷ giá VND,31/12/2020Giá trị ghi số và số có khả năng trả nợ VND,,,,,
Vay ngắn hạn,Vay ngắn hạn > Vay ngắn hạn,Vay ngắn hạn,221.834.322.093,558.235.608.451,(600.037.889.380),(785.009.516),179.247.031.648,221834322093.0,558235608451.0,-600037889380.0,-785009516.0,179247031648.0
Vay dài hạn đến hạn trả,Vay ngắn hạn > Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,118.921.620.009,144.175.859.416,(125.088.422.171),(23.477.935),137.985.579.319,118921620009.0,144175859416.0,-125088422171.0,-23477935.0,137985579319.0
,,,340.755.942.102,702.411.467.867,(725.126.311.551),(808.487.451),317.232.610.967,340755942102.0,702411467867.0,-725126311551.0,-808487451.0,317232610967.0
Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,,,,,
,,,,,Loại tiền,Lãi suất năm (%),31/12/2020 VND,,,,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Tây Hà Nội,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau: > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Tây Hà Nội,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Tây Hà Nội,USD,"3,0 - 3,2",51.987.295.846,134.767.483.257,,,,51987295846.0,134767483257.0,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Hà Nội,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau: > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Hà Nội,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Hà Nội,USD,"3,0 - 3,2",127.259.735.802,87.066.838.836,,,,127259735802.0,87066838836.0,
,,,,,179.247.031.648,221.834.322.093,,,,179247031648.0,221834322093.0,
