row_label_raw,row_label_full,col_0,2019VND(dã điều chỉnh lại),2019VND(theo báo cáotrước đây),numeric__2019VND(dã điều chỉnh lại),numeric__2019VND(theo báo cáotrước đây)
Doanh thu tài chính,Doanh thu tài chính,Doanh thu tài chính,499.176.963.122,500.588.163.122,499176963122.0,500588163122.0
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,292.389.411.629,293.800.611.629,292389411629.0,293800611629.0
Lợi nhuận sau thuế TNDN,Lợi nhuận sau thuế TNDN,Lợi nhuận sau thuế TNDN,292.389.411.629,293.800.611.629,292389411629.0,293800611629.0
