row_label_raw,row_label_full,col_0,31/12/2020VND,1/1/2020VNDĐã điều chỉnh lại,numeric__31/12/2020VND,numeric__1/1/2020VNDĐã điều chỉnh lại
Cổ tức phải thu,Cổ tức phải thu,Cổ tức phải thu,338.608.618.393,447.627.669.019,338608618393.0,447627669019.0
Phải thu Tổng Công ty Cổ phần Dệt May Hà Nội (*),Phải thu Tổng Công ty Cổ phần Dệt May Hà Nội (*),Phải thu Tổng Công ty Cổ phần Dệt May Hà Nội (*),136.932.000.001,136.932.000.000,136932000001.0,136932000000.0
Các khoản trả hộ Công ty TNHH Tổng Công ty Dệt May Miền Nam – Vinatex,Các khoản trả hộ Công ty TNHH Tổng Công ty Dệt May Miền Nam – Vinatex,Các khoản trả hộ Công ty TNHH Tổng Công ty Dệt May Miền Nam – Vinatex,89.688.194.717,89.837.282.279,89688194717.0,89837282279.0
Tiền lãi cho vay,Tiền lãi cho vay,Tiền lãi cho vay,27.361.743.394,25.927.113.952,27361743394.0,25927113952.0
Lãi tiền gửi,Lãi tiền gửi,Lãi tiền gửi,10.360.000.559,18.489.502.244,10360000559.0,18489502244.0
Phải thu Công ty TNHH Một thành viên Dệt kim Đông Xuân do điều chuyển tài sản,Phải thu Công ty TNHH Một thành viên Dệt kim Đông Xuân do điều chuyển tài sản,Phải thu Công ty TNHH Một thành viên Dệt kim Đông Xuân do điều chuyển tài sản,20.205.443.387,20.205.443.387,20205443387.0,20205443387.0
Quyết toán vốn đầu tư theo Quyết toán cổ phần hóa vào Công ty TNHH Một thành viên Dệt kim Đông Xuân (**),Quyết toán vốn đầu tư theo Quyết toán cổ phần hóa vào Công ty TNHH Một thành viên Dệt kim Đông Xuân (**),Quyết toán vốn đầu tư theo Quyết toán cổ phần hóa vào Công ty TNHH Một thành viên Dệt kim Đông Xuân (**),15.381.160.391,15.381.160.391,15381160391.0,15381160391.0
Phải thu Công ty Cổ Phần Dệt May Liên Phương,Phải thu Công ty Cổ Phần Dệt May Liên Phương,Phải thu Công ty Cổ Phần Dệt May Liên Phương,16.322.000.000,16.322.000.000,16322000000.0,16322000000.0
Các khoản phải thu về cổ phần hóa,Các khoản phải thu về cổ phần hóa,Các khoản phải thu về cổ phần hóa,-,1.330.000,,1330000.0
Tạm ứng cho công nhân viên,Tạm ứng cho công nhân viên,Tạm ứng cho công nhân viên,1.403.311.751,1.330.971.880,1403311751.0,1330971880.0
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,12.380.655.834,15.195.809.216,12380655834.0,15195809216.0
,,,668.643.128.427,787.250.282.368,668643128427.0,787250282368.0
