row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2020 VND,2019 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__2020 VND,numeric__2019 VND Đã điều chỉnh lại
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,29,1.142.054.378.825,896.121.948.607,1.0,29.0,1142054378825.0,896121948607.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,29,114.183.266,-,2.0,29.0,114183266.0,
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,29,1.141.940.195.559,896.121.948.607,10.0,29.0,1141940195559.0,896121948607.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,30,1.053.034.108.508,846.007.353.708,11.0,30.0,1053034108508.0,846007353708.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,88.906.087.051,50.114.594.899,20.0,,88906087051.0,50114594899.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,31,297.342.148.968,499.176.963.122,21.0,31.0,297342148968.0,499176963122.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,32,82.057.733.103,97.556.024.406,22.0,32.0,82057733103.0,97556024406.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,59.319.608.732,88.449.551.143,23.0,,59319608732.0,88449551143.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,33,58.751.389.637,41.933.482.546,25.0,33.0,58751389637.0,41933482546.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,34,104.115.125.676,116.464.335.025,26.0,34.0,104115125676.0,116464335025.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},30,,141.323.987.603,293.337.716.044,30.0,,141323987603.0,293337716044.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,,6.492.205.612,682.627.807,31.0,,6492205612.0,682627807.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,1.614.040.818,1.630.932.222,32.0,,1614040818.0,1630932222.0
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,4.878.164.794,(948.304.415),40.0,,4878164794.0,-948304415.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,146.202.152.397,292.389.411.629,50.0,,146202152397.0,292389411629.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,36,-,-,51.0,36.0,,
Lợi nhuận sau thuế TNDN (60 = 50 - 51),Lợi nhuận sau thuế TNDN (60 = 50 - 51),Lợi nhuận sau thuế TNDN (60 = 50 - 51),60,,146.202.152.397,292.389.411.629,60.0,,146202152397.0,292389411629.0
