row_label_raw,row_label_full,col_0,1/1/2020VND(dã điều chỉnh lại),1/1/2020VND(theo báo cáotrước đây),numeric__1/1/2020VND(dã điều chỉnh lại),numeric__1/1/2020VND(theo báo cáotrước đây)
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,787.250.282.368,777.257.528.514,787250282368.0,777257528514.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,2.140.377.966.617,2.130.260.853.555,2140377966617.0,2130260853555.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,1.082.737.329.878,1.086.938.145.827,1082737329878.0,1086938145827.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,55.758.224.260,55.300.323.409,55758224260.0,55300323409.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,(193.709.014.409),(190.784.014.409),-193709014409.0,-190784014409.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,426.075.726.516,403.091.304.749,426075726516.0,403091304749.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,30.361.932.352,29.911.650.892,30361932352.0,29911650892.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,326.480.116.833,336.472.868.242,326480116833.0,336472868242.0
