row_label_raw,row_label_full,Chi tiêu,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > VND Giảm,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > VND Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
- Công ty TNHH Giáo dục FPT,- Công ty TNHH Giáo dục FPT,- Công ty TNHH Giáo dục FPT,330.000.000.000,330.000.000.000,600.000.000.000,800.000.000.000,130.000.000.000,130.000.000.000,330000000000.0,330000000000.0,600000000000.0,800000000000.0,130000000000.0,130000000000.0
- Công ty TNHH Hệ thống Thông tin FPT,- Công ty TNHH Hệ thống Thông tin FPT,- Công ty TNHH Hệ thống Thông tin FPT,200.000.000.000,200.000.000.000,1.060.000.000.000,1.060.000.000.000,200.000.000.000,200.000.000.000,200000000000.0,200000000000.0,1060000000000.0,1060000000000.0,200000000000.0,200000000000.0
- Công ty Cố phần Bán lẻ Kỹ thuật số FPT,- Công ty Cố phần Bán lẻ Kỹ thuật số FPT,- Công ty Cố phần Bán lẻ Kỹ thuật số FPT,-,-,830.000.000.000,610.000.000.000,220.000.000.000,220.000.000.000,,,830000000000.0,610000000000.0,220000000000.0,220000000000.0
- Công ty TNHH Phân mềm FPT,- Công ty TNHH Phân mềm FPT,- Công ty TNHH Phân mềm FPT,-,-,185.000.000.000,150.000.000.000,35.000.000.000,35.000.000.000,,,185000000000.0,150000000000.0,35000000000.0,35000000000.0
- Công ty TNHH Đầu tư FPT,- Công ty TNHH Đầu tư FPT,- Công ty TNHH Đầu tư FPT,-,-,14.000.000.000,2.000.000.000,12.000.000.000,12.000.000.000,,,14000000000.0,2000000000.0,12000000000.0,12000000000.0
,,,530.000.000.000,530.000.000.000,2.689.000.000.000,2.622.000.000.000,597.000.000.000,597.000.000.000,530000000000.0,530000000000.0,2689000000000.0,2622000000000.0,597000000000.0,597000000000.0
