row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III.,III.,III.,LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1.,III. > 1.,1.,"Tiền thu từ phát hành cố phiếu, nhận vốn góp của chủ sở hữu",31,30.672.000.000,26.545.560.000,,31.0,30672000000.0,26545560000.0
2.,III. > 2.,2.,Tiền thu từ đi vay,33,2.689.000.000.000,2.096.000.000.000,,33.0,2689000000000.0,2096000000000.0
3.,III. > 3.,3.,Tiền trả nợ gốc vay,34,(2.622.000.000.000),(1.966.000.000.000),,34.0,-2622000000000.0,-1966000000000.0
4.,III. > 4.,4.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(1.294.140.941.400),(1.412.523.727.775),,36.0,-1294140941400.0,-1412523727775.0
,,,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(1.196.468.941.400),(1.255.978.167.775),,40.0,-1196468941400.0,-1255978167775.0
,,,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,(308.202.147.846),(514.655.359.869),,50.0,-308202147846.0,-514655359869.0
,,,Tiền và tương đương tiền đầu năm,60,1.028.875.665.356,1.543.531.025.225,,60.0,1028875665356.0,1543531025225.0
,,,Ảnh hưởng của thay đổi tỷ giả hối đoái quy đổi ngoại tệ,61,158.572.507,,,61.0,158572507.0,
,,,Tiền và tương đương tiền cuối năm (70=50+60+61),70,720.832.090.017,1.028.875.665.356,,70.0,720832090017.0,1028875665356.0
