row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,22,287.216.908.624,265.724.099.691,,1.0,22.0,287216908624.0,265724099691.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,22,11.915.344,4.209.804.435,,2.0,22.0,11915344.0,4209804435.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,22,287.204.993.280,261.514.295.256,,10.0,22.0,287204993280.0,261514295256.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,23,94.889.359.725,106.074.366.404,,11.0,23.0,94889359725.0,106074366404.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,192.315.633.555,155.439.928.852,,20.0,,192315633555.0,155439928852.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,25,2.107.370.302.786,1.357.839.245.972,,21.0,25.0,2107370302786.0,1357839245972.0
7.,7.,7.,Chỉ phí tài chính,22,26,51.489.613.035,36.439.308.955,,22.0,26.0,51489613035.0,36439308955.0
,,,- Trong đó: Chi phí lãi vay,23,,51.462.109.416,32.537.002.190,,23.0,,51462109416.0,32537002190.0
8.,8.,8.,Chỉ phí bán hàng,25,,3.174.519.314,4.565.276.713,,25.0,,3174519314.0,4565276713.0
9.,9.,9.,Chỉ phí quản lý doanh nghiệp,26,27,311.955.905.169,288.793.958.191,,26.0,27.0,311955905169.0,288793958191.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,1.933.065.898.823,1.183.480.630.965,,30.0,,1933065898823.0,1183480630965.0
11.,11.,11.,Thu nhập khác,31,,1.965.907.629,4.527.288.786,,31.0,,1965907629.0,4527288786.0
12.,12.,12.,Chỉ phí khác,32,,8.258.078.455,86.647.043,,32.0,,8258078455.0,86647043.0
13.,13.,13.,(Lỗ)/lợi nhuận khác (40=31-32),40,,(6.292.170.826),4.440.641.743,,40.0,,-6292170826.0,4440641743.0
14.,14.,14.,Tổng lợi nhuận kê toán trước thuế (50=30+40),50,,1.926.773.727.997,1.187.921.272.708,,50.0,,1926773727997.0,1187921272708.0
15.,15.,15.,Chỉ phí thuế thu nhập doanh nghiệp hiện hành,51,28,12.208.429.544,17.483.628.253,,51.0,28.0,12208429544.0,17483628253.0
16.,16.,16.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,1.914.565.298.453,1.170.437.644.455,,60.0,,1914565298453.0,1170437644455.0
