row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,Cổ phiếu,Cổ phiếu,,
Vốn cổ phần được phê duyệt,Vốn cổ phần được phê duyệt,Vốn cổ phần được phê duyệt,678.358.688,613.636.772,678358688.0,613636772.0
Cổ phiếu đã phát hành,Cổ phiếu đã phát hành,Cổ phiếu đã phát hành,678.358.688,613.636.772,678358688.0,613636772.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,678.358.688,613.636.772,678358688.0,613636772.0
Trong đó cổ phiếu bị hạn chế quyền chuyển giao,Trong đó cổ phiếu bị hạn chế quyền chuyển giao,Trong đó cổ phiếu bị hạn chế quyền chuyển giao,10.072.368,9.160.857,10072368.0,9160857.0
Số lượng cổ phiếu quỹ,Số lượng cổ phiếu quỹ,Số lượng cổ phiếu quỹ,(82.376),(82.376),-82376.0,-82376.0
Trong đó cổ phiếu bị hạn chế quyền chuyển giao,Trong đó cổ phiếu bị hạn chế quyền chuyển giao,Trong đó cổ phiếu bị hạn chế quyền chuyển giao,-,-,,
Số lượng cổ phiếu đang lưu hành,Trong đó cổ phiếu bị hạn chế quyền chuyển giao > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,678.276.312,613.554.396,678276312.0,613554396.0
Cổ phiếu phổ thông,Trong đó cổ phiếu bị hạn chế quyền chuyển giao > Cổ phiếu phổ thông,Cổ phiếu phổ thông,678.276.312,613.554.396,678276312.0,613554396.0
Trong đó cổ phiếu bị hạn chế quyền chuyển giao,Trong đó cổ phiếu bị hạn chế quyền chuyển giao > Trong đó cổ phiếu bị hạn chế quyền chuyển giao,Trong đó cổ phiếu bị hạn chế quyền chuyển giao,10.072.368,9.160.857,10072368.0,9160857.0
