row_label_raw,row_label_full,col_0,col_1,01/01/2025 > Giá trị,01/01/2025 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2025 > Giá trị,31/12/2025 > Số có khả năng trả nợ,numeric__col_1,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Số có khả năng trả nợ
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
a),a),a),Vay ngắn hạn,,,,,,,,,,,,,
a),a) > a),a),Vay ngắn hạn,187.982.000.000,187.982.000.000,65.090.000.000,174.422.000.000,78.650.000.000,78.650.000.000,,187982000000.0,187982000000.0,65090000000.0,174422000000.0,78650000000.0,78650000000.0
a),a) > a),a),- Công ty TNHH Sacom - Chíp Sáng (1),59.500.000.000,59.500.000.000,27.500.000.000,37.500.000.000,49.500.000.000,49.500.000.000,,59500000000.0,59500000000.0,27500000000.0,37500000000.0,49500000000.0,49500000000.0
a),a) > a),a),- Công ty Cổ phần Capella Quảng Nam (2),56.000.000.000,56.000.000.000,-,26.850.000.000,29.150.000.000,29.150.000.000,,56000000000.0,56000000000.0,,26850000000.0,29150000000.0,29150000000.0
a),a) > a),a),- Công ty Cổ phần Sacom - Tuyền Lâm,50.000.000.000,50.000.000.000,-,50.000.000.000,-,-,,50000000000.0,50000000000.0,,50000000000.0,,
a),a) > a),a),- Công ty Cổ phần Dây và Cáp Sacom,22.482.000.000,22.482.000.000,-,22.482.000.000,-,-,,22482000000.0,22482000000.0,,22482000000.0,,
a),a) > a),a),- Ông Huỳnh Đức Thanh,-,-,37.590.000.000,37.590.000.000,-,-,,,,37590000000.0,37590000000.0,,
a),a) > a),a),Vay dài hạn đến hạn trả,302.107.333.332,302.107.333.332,14.700.000.000,302.107.333.332,14.700.000.000,14.700.000.000,,302107333332.0,302107333332.0,14700000000.0,302107333332.0,14700000000.0,14700000000.0
a),a) > a),a),- Công ty Cổ phần Sacom - Tuyền Lâm,218.774.000.000,218.774.000.000,-,218.774.000.000,-,-,,218774000000.0,218774000000.0,,218774000000.0,,
a),a) > a),a),- Ngân hàng TMCP Tiên Phong (3),83.333.333.332,83.333.333.332,14.700.000.000,83.333.333.332,14.700.000.000,14.700.000.000,,83333333332.0,83333333332.0,14700000000.0,83333333332.0,14700000000.0,14700000000.0
a),a) > a),a),,490.089.333.332,490.089.333.332,79.790.000.000,476.529.333.332,93.350.000.000,93.350.000.000,,490089333332.0,490089333332.0,79790000000.0,476529333332.0,93350000000.0,93350000000.0
b),b),b),Vay dài hạn,,,,,,,,,,,,,
b),b) > b),b),- Công ty Cổ phần Sacom - Tuyền Lâm,218.774.000.000,218.774.000.000,-,218.774.000.000,-,-,,218774000000.0,218774000000.0,,218774000000.0,,
b),b) > b),b),- Ngân hàng TMCP Tiên Phong (3),183.333.333.332,183.333.333.332,152.000.000.000,87.333.333.332,248.000.000.000,248.000.000.000,,183333333332.0,183333333332.0,152000000000.0,87333333332.0,248000000000.0,248000000000.0
b),b) > b),b),- Công ty Cổ phần Phú Hữu Gia (4),84.560.000.000,84.560.000.000,100.000.000.000,30.560.000.000,154.000.000.000,154.000.000.000,,84560000000.0,84560000000.0,100000000000.0,30560000000.0,154000000000.0,154000000000.0
b),b) > b),b),,486.667.333.332,486.667.333.332,252.000.000.000,336.667.333.332,402.000.000.000,402.000.000.000,,486667333332.0,486667333332.0,252000000000.0,336667333332.0,402000000000.0,402000000000.0
b),b) > b),b),Khoản nợ đến hạn trả trong vòng 12 tháng,(302.107.333.332),(302.107.333.332),(14.700.000.000),(302.107.333.332),(14.700.000.000),(14.700.000.000),,-302107333332.0,-302107333332.0,-14700000000.0,-302107333332.0,-14700000000.0,-14700000000.0
b),b) > b),b),Khoản nợ đến hạn trả sau 12 tháng,184.560.000.000,184.560.000.000,,,387.300.000.000,387.300.000.000,,184560000000.0,184560000000.0,,,387300000000.0,387300000000.0
