row_label_raw,row_label_full,Ông Trần Việt Anh,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Lê Nguyễn Minh Quang,Ông Lê Nguyễn Minh Quang,Ông Lê Nguyễn Minh Quang,Phó Chủ tịch,Bổ nhiệm ngày 22/04/2025,,
Ông Phương Xuân Thụy,Ông Phương Xuân Thụy,Ông Phương Xuân Thụy,Thành viên(Giữ chức danh Phó Chủ tịch đến ngày 22/04/2025),Thành viên(Giữ chức danh Phó Chủ tịch đến ngày 22/04/2025),,
Ông Bùi Quang Bách,Ông Bùi Quang Bách,Ông Bùi Quang Bách,Thành viên,,,
Ông Hoàng Lê Sơn,Ông Hoàng Lê Sơn,Ông Hoàng Lê Sơn,Thành viên,,,
Ông Phạm Hồng Điệp,Ông Phạm Hồng Điệp,Ông Phạm Hồng Điệp,Thành viên,Miễn nhiệm ngày 22/04/2025,,
