row_label_raw,row_label_full,col_0,Mã CK,31/12/2025 > Giá gốc,31/12/2025 > Giá trị hợp lý,31/12/2025 > Dự phòng,01/01/2025 > Giá gốc,01/01/2025 > Giá trị hợp lý,01/01/2025 > Dự phòng,numeric__Mã CK,numeric__31/12/2025 > Giá gốc,numeric__31/12/2025 > Giá trị hợp lý,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá gốc,numeric__01/01/2025 > Giá trị hợp lý,numeric__01/01/2025 > Dự phòng
,,,Mã CK,VND,VND,VND,VND,VND,VND,,,,,,,
Đầu tư vào Công ty con,Đầu tư vào Công ty con,Đầu tư vào Công ty con,,2.794.735.530.496,,(131.808.937.934),2.794.735.530.496,,(131.174.901.968),,2794735530496.0,,-131808937934.0,2794735530496.0,,-131174901968.0
- Công ty Cổ phần Sacom - Tuyên Lâm,- Công ty Cổ phần Sacom - Tuyên Lâm,- Công ty Cổ phần Sacom - Tuyên Lâm,,897.300.000.000,,(93.050.593.117),897.300.000.000,,(89.207.647.992),,897300000000.0,,-93050593117.0,897300000000.0,,-89207647992.0
- Công ty Cổ phần Dây và Cáp Sacom,- Công ty Cổ phần Dây và Cáp Sacom,- Công ty Cổ phần Dây và Cáp Sacom,,499.600.000.000,,-,499.600.000.000,,-,,499600000000.0,,,499600000000.0,,
- Công ty Cổ phần Địa ốc Sacom\( ^{(2)} \),- Công ty Cổ phần Địa ốc Sacom\( ^{(2)} \),- Công ty Cổ phần Địa ốc Sacom\( ^{(2)} \),SLD,629.835.530.496,740.797.706.000,(38.758.344.817),629.835.530.496,,(39.457.554.736),,629835530496.0,740797706000.0,-38758344817.0,629835530496.0,,-39457554736.0
- Công ty TNHH Sacom Chíp Sáng,- Công ty TNHH Sacom Chíp Sáng,- Công ty TNHH Sacom Chíp Sáng,,118.000.000.000,,-,118.000.000.000,,-,,118000000000.0,,,118000000000.0,,
- Công ty Cổ phần Capella Quảng Nam,- Công ty Cổ phần Capella Quảng Nam,- Công ty Cổ phần Capella Quảng Nam,,650.000.000.000,,-,650.000.000.000,,(2.509.699.240),,650000000000.0,,,650000000000.0,,-2509699240.0
Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,,1.422.077.167.304,,(147.787.104.981),1.422.077.167.304,,(145.398.126.091),,1422077167304.0,,-147787104981.0,1422077167304.0,,-145398126091.0
"- Công ty Cổ phần Dịch vụ Du lịch Phú Thọ\( ^{(1), (2)} \)","- Công ty Cổ phần Dịch vụ Du lịch Phú Thọ\( ^{(1), (2)} \)","- Công ty Cổ phần Dịch vụ Du lịch Phú Thọ\( ^{(1), (2)} \)",DSP,534.052.970.000,560.107.237.500,(132.558.635.909),534.052.970.000,626.490.317.500,(116.046.416.993),,534052970000.0,560107237500.0,-132558635909.0,534052970000.0,626490317500.0,-116046416993.0
- Công ty Cổ phần Capella Việt Nam,- Công ty Cổ phần Capella Việt Nam,- Công ty Cổ phần Capella Việt Nam,,3.148.000.000,,(1.845.190.371),3.148.000.000,,(1.831.343.730),,3148000000.0,,-1845190371.0,3148000000.0,,-1831343730.0
- Công ty Cổ phần Phú Hữu Gia,- Công ty Cổ phần Phú Hữu Gia,- Công ty Cổ phần Phú Hữu Gia,,163.004.700.000,,(13.383.278.701),163.004.700.000,,(13.396.546.224),,163004700000.0,,-13383278701.0,163004700000.0,,-13396546224.0
- Công ty Cổ phần Liên doanh Cảng Quốc tế Mỹ Thủy,- Công ty Cổ phần Liên doanh Cảng Quốc tế Mỹ Thủy,- Công ty Cổ phần Liên doanh Cảng Quốc tế Mỹ Thủy,,721.871.497.304,,-,721.871.497.304,,(14.123.819.144),,721871497304.0,,,721871497304.0,,-14123819144.0
