row_label_raw,row_label_full,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,31/12/2025 > Giá gốcVND > Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,31/12/2025 > Giá trị có thể thu hồiVND > Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,01/01/2025 > Giá gốcVND > Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,01/01/2025 > Giá trị có thể thu hồiVND > Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,numeric__31/12/2025 > Giá gốcVND > Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,numeric__31/12/2025 > Giá trị có thể thu hồiVND > Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,numeric__01/01/2025 > Giá gốcVND > Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,numeric__01/01/2025 > Giá trị có thể thu hồiVND > Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,101.000.000,-,-,-,101000000.0,,,
Công ty Cổ phần Tư vấn Xây dựng Công trình Hàng Hải,Công ty Cổ phần Tư vấn Xây dựng Công trình Hàng Hải,Công ty Cổ phần Tư vấn Xây dựng Công trình Hàng Hải,81.000.000,-,-,-,81000000.0,,,
Công ty TNHH MTV Thẩm định giá SGL,Công ty TNHH MTV Thẩm định giá SGL,Công ty TNHH MTV Thẩm định giá SGL,20.000.000,-,-,-,20000000.0,,,
Phải thu khác,Phải thu khác,Phải thu khác,1.986.480.837,-,-,-,1986480837.0,,,
Công ty TNHH MTV Phát triển Sản phẩm Thông minh VH,Công ty TNHH MTV Phát triển Sản phẩm Thông minh VH,Công ty TNHH MTV Phát triển Sản phẩm Thông minh VH,40.000.000,-,-,-,40000000.0,,,
Trung tâm Hỗ trợ Thanh niên Khởi nghiệp,Trung tâm Hỗ trợ Thanh niên Khởi nghiệp,Trung tâm Hỗ trợ Thanh niên Khởi nghiệp,375.920.837,-,-,-,375920837.0,,,
Ông Đỗ Quang Minh,Ông Đỗ Quang Minh,Ông Đỗ Quang Minh,1.570.560.000,-,-,-,1570560000.0,,,
,,,2.087.480.837,-,-,-,2087480837.0,,,
