row_label_raw,row_label_full,col_0,Võn đã góp,Võn đã góp_1,Võn đã góp_2,Võn đã góp_3,numeric__Võn đã góp,numeric__Võn đã góp_1,numeric__Võn đã góp_2,numeric__Võn đã góp_3
,,,Số cuối năm,Số cuối năm,Số đầu năm,Số đầu năm,,,,
,,,Số lượngcố phiếu,%,Số lượngcố phiếu,%,,,,
Cổ đông,Cổ đông,Cổ đông,,,,,,,,
Tập đoàn Dầu khí Việt Nam,Cổ đông > Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,233.204.253,"59,58",233.204.253,"59,58",233204253.0,59.58,233204253.0,59.58
Các cổ đông khác,Cổ đông > Các cổ đông khác,Các cổ đông khác,158.130.007,"40,40",158.130.007,"40,40",158130007.0,40.4,158130007.0,40.4
,,,391.334.260,"99,98",391.334.260,"99,98",391334260.0,99.98,391334260.0,99.98
Cố phiếu quỹ,Cổ đông > Cố phiếu quỹ,Cố phiếu quỹ,65.740,"0,02",65.740,"0,02",65740.0,0.02,65740.0,0.02
,,,391.400.000,"100,00",391.400.000,"100,00",391400000.0,100.0,391400000.0,100.0
