row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,13.219.573.591.341,9.565.106.752.268,,100.0,,13219573591341.0,9565106752268.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,1.004.912.303.570,1.241.561.362.115,,110.0,4.0,1004912303570.0,1241561362115.0
1.,1.,1.,Tiền,111,,741.876.402.650,574.781.435.783,,111.0,,741876402650.0,574781435783.0
2.,2.,2.,Các khoản tương đương tiền,112,,263.035.900.920,666.779.926.332,,112.0,,263035900920.0,666779926332.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,9.464.000.000.000,5.385.000.000.000,,120.0,5.0,9464000000000.0,5385000000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đào hạn,123,,9.464.000.000.000,5.385.000.000.000,,123.0,,9464000000000.0,5385000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,653.185.512.324,642.215.358.351,,130.0,,653185512324.0,642215358351.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,276.247.523.509,432.251.479.566,,131.0,6.0,276247523509.0,432251479566.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,227.545.463.111,56.288.686.447,,132.0,7.0,227545463111.0,56288686447.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,532.760.539.063,377.802.561.892,,136.0,8.0,532760539063.0,377802561892.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(383.368.013.359),(224.127.369.554),,137.0,9.0,-383368013359.0,-224127369554.0
IV.,IV.,IV.,Hàng tồn kho,140,10,1.730.684.831.761,1.910.840.607.214,,140.0,10.0,1730684831761.0,1910840607214.0
1.,1.,1.,Hàng tồn kho,141,,1.731.334.756.236,1.942.109.074.750,,141.0,,1731334756236.0,1942109074750.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(649.924.475),(31.268.467.536),,149.0,,-649924475.0,-31268467536.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,366.790.943.686,385.489.424.588,,150.0,,366790943686.0,385489424588.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,11,8.847.530.205,33.978.366.057,,151.0,11.0,8847530205.0,33978366057.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,357.943.413.481,310.224.881.046,,152.0,,357943413481.0,310224881046.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,16,,41.286.177.485,,153.0,16.0,,41286177485.0
