row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,11.179.836.420.269,11.545.199.773.844,,400.0,,11179836420269.0,11545199773844.0
I.,I.,I.,Vốn chủ sở hữu,410,25,11.179.836.420.269,11.545.199.773.844,,410.0,25.0,11179836420269.0,11545199773844.0
1.,1.,1.,Vốn góp của chú sở hữu,411,,3.914.000.000.000,3.914.000.000.000,,411.0,,3914000000000.0,3914000000000.0
1.,1.,1.,- Cổ phiếu phố thông có quyền biểu quyết,411a,,3.914.000.000.000,3.914.000.000.000,,,,3914000000000.0,3914000000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,21.179.913.858,21.179.913.858,,412.0,,21179913858.0,21179913858.0
3.,3.,3.,Cổ phiếu quỹ,415,,(2.296.824.120),(2.296.824.120),,415.0,,-2296824120.0,-2296824120.0
4.,4.,4.,Quỹ đầu tư phát triển,418,,4.599.179.502.370,4.599.179.502.370,,418.0,,4599179502370.0,4599179502370.0
5.,5.,5.,Lợi nhuận sau thuế chưa phân phối,421,,2.470.369.047.680,2.838.340.934.833,,421.0,,2470369047680.0,2838340934833.0
5.,5.,5.,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,2.048.700.696.050,2.435.451.267.470,,,,2048700696050.0,2435451267470.0
5.,5.,5.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,421.668.351.630,402.889.667.363,,,,421668351630.0,402889667363.0
6.,6.,6.,Lợi ích của cổ đông không kiểm soát,429,,177.404.780.481,174.796.246.903,,429.0,,177404780481.0,174796246903.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,16.552.286.447.507,13.309.260.029.583,,440.0,,16552286447507.0,13309260029583.0
