row_label_raw,row_label_full,col_0,Dự phòng bảo dưỡng Gas Turbine,"Dự phòng sửa chữa, bảo dưỡng tổng thể cho Nhà máy Đạm Phú Mỹ",Tổng,numeric__Dự phòng bảo dưỡng Gas Turbine,"numeric__Dự phòng sửa chữa, bảo dưỡng tổng thể cho Nhà máy Đạm Phú Mỹ",numeric__Tổng
,,,VND,VND,VND,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,8.176.000.000,-,8.176.000.000,8176000000.0,,8176000000.0
Trích lập dự phòng bổ sung trong năm,Trích lập dự phòng bổ sung trong năm,Trích lập dự phòng bổ sung trong năm,14.839.522.162,-,14.839.522.162,14839522162.0,,14839522162.0
Các khoản dự phòng đã sử dụng,Các khoản dự phòng đã sử dụng,Các khoản dự phòng đã sử dụng,(23.015.522.162),-,(23.015.522.162),-23015522162.0,,-23015522162.0
Phân loại lại,Phân loại lại,Phân loại lại,-,253.973.730.976,253.973.730.976,,253973730976.0,253973730976.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,-,253.973.730.976,253.973.730.976,,253973730976.0,253973730976.0
