row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan,,
Công ty TNHH VTNN Hung Thạnh,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > Công ty TNHH VTNN Hung Thạnh,Công ty TNHH VTNN Hung Thạnh,61.557.615.000,40.658.619.230,61557615000.0,40658619230.0
Doanh nghiệp Tư nhân Trần Thị Ngoan,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > Doanh nghiệp Tư nhân Trần Thị Ngoan,Doanh nghiệp Tư nhân Trần Thị Ngoan,27.710.308.347,19.873.856.018,27710308347.0,19873856018.0
Công ty TNHH Hóa chất và Xây dựng Phú Mỹ,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > Công ty TNHH Hóa chất và Xây dựng Phú Mỹ,Công ty TNHH Hóa chất và Xây dựng Phú Mỹ,23.293.722.660,16.948.855.002,23293722660.0,16948855002.0
Công ty TNHH MTV Thương mại và Dịch vụ Minh Dũng,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > Công ty TNHH MTV Thương mại và Dịch vụ Minh Dũng,Công ty TNHH MTV Thương mại và Dịch vụ Minh Dũng,19.513.127.719,46.222.847.421,19513127719.0,46222847421.0
Công ty TNHH Thương mại Dịch vụ Minh Khoa,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > Công ty TNHH Thương mại Dịch vụ Minh Khoa,Công ty TNHH Thương mại Dịch vụ Minh Khoa,18.620.947.207,31.587.378.570,18620947207.0,31587378570.0
Công ty TNHH Thương mại Dịch vụ Phân bón Tuấn Vũ,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > Công ty TNHH Thương mại Dịch vụ Phân bón Tuấn Vũ,Công ty TNHH Thương mại Dịch vụ Phân bón Tuấn Vũ,11.764.426.870,31.999.880.000,11764426870.0,31999880000.0
"Kumsung Enc Co., Ltd","a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > Kumsung Enc Co., Ltd","Kumsung Enc Co., Ltd",-,50.007.500.000,,50007500000.0
Các khách hàng khác,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > Các khách hàng khác,Các khách hàng khác,78.709.512.590,167.753.647.256,78709512590.0,167753647256.0
,,,241.169.660.393,405.052.583.497,241169660393.0,405052583497.0
b. Phải thu ngắn hạn của khách hàng là các bên liên quan(Chỉ tiết tại Thuyết minh số 36),a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > b. Phải thu ngắn hạn của khách hàng là các bên liên quan(Chỉ tiết tại Thuyết minh số 36),b. Phải thu ngắn hạn của khách hàng là các bên liên quan(Chỉ tiết tại Thuyết minh số 36),35.077.863.116,27.198.896.069,35077863116.0,27198896069.0
b. Phải thu ngắn hạn của khách hàng là các bên liên quan(Chỉ tiết tại Thuyết minh số 36),a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > b. Phải thu ngắn hạn của khách hàng là các bên liên quan(Chỉ tiết tại Thuyết minh số 36),b. Phải thu ngắn hạn của khách hàng là các bên liên quan(Chỉ tiết tại Thuyết minh số 36),35.077.863.116,27.198.896.069,35077863116.0,27198896069.0
Tổng cộng,a. Phải thu ngắn hạn của khách hàng không phải là bên liên quan > Tổng cộng,Tổng cộng,276.247.523.509,432.251.479.566,276247523509.0,432251479566.0
