row_label_raw,row_label_full,col_0,Current year,Prior year,numeric__Current year,numeric__Prior year
,,,VND,VND,,
Interest expense,Interest expense,Interest expense,"47,838,183,679","50,638,299,383",,
Foreign exchange loss,Foreign exchange loss,Foreign exchange loss,"17,104,417,056","11,396,915,667",,
Additional provision for impairment of long-term investments,Additional provision for impairment of long-term investments,Additional provision for impairment of long-term investments,-,"8,888,624,631",,
Others,Others,Others,"86,084,000","233,998,988",,
,,,"65,028,684,735","71,157,838,669",,
