row_label_raw,row_label_full,Vietnam Oil and Gas Group,Parent company,numeric__Parent company
Dam Phu My Packaging Joint Stock Company,Dam Phu My Packaging Joint Stock Company,Dam Phu My Packaging Joint Stock Company,Associate,
Vietnam Petrochemical and Fiber JSC,Vietnam Petrochemical and Fiber JSC,Vietnam Petrochemical and Fiber JSC,Associate,
Vietnam Petroleum Institute,Vietnam Petroleum Institute,Vietnam Petroleum Institute,Company under Vietnam Oil and Gas Group,
Petro Vietnam Gas Joint Stock Corporation,Petro Vietnam Gas Joint Stock Corporation,Petro Vietnam Gas Joint Stock Corporation,Company under Vietnam Oil and Gas Group,
Petro Vietnam Chemical and Services Corporation,Petro Vietnam Chemical and Services Corporation,Petro Vietnam Chemical and Services Corporation,Company under Vietnam Oil and Gas Group,
Petro Vietnam Transportation Corporation,Petro Vietnam Transportation Corporation,Petro Vietnam Transportation Corporation,Company under Vietnam Oil and Gas Group,
PetroVietnam Technical Services Corporation,PetroVietnam Technical Services Corporation,PetroVietnam Technical Services Corporation,Company under Vietnam Oil and Gas Group,
Vietnam Public Joint Stock Commercial Bank,Vietnam Public Joint Stock Commercial Bank,Vietnam Public Joint Stock Commercial Bank,Company under Vietnam Oil and Gas Group,
Vietsovpetro Joint Venture,Vietsovpetro Joint Venture,Vietsovpetro Joint Venture,Company under Vietnam Oil and Gas Group,
PVD Trading and Technical Services Joint Stock Company,PVD Trading and Technical Services Joint Stock Company,PVD Trading and Technical Services Joint Stock Company,Company under Vietnam Oil and Gas Group,
PVI Holdings,PVI Holdings,PVI Holdings,Company under Vietnam Oil and Gas Group,
Petro Vietnam Ca Mau Fertilizer Joint Stock Company,Petro Vietnam Ca Mau Fertilizer Joint Stock Company,Petro Vietnam Ca Mau Fertilizer Joint Stock Company,Company under Vietnam Oil and Gas Group,
Petro Power Renewable Energy Joint Stock Company,Petro Power Renewable Energy Joint Stock Company,Petro Power Renewable Energy Joint Stock Company,Company under Vietnam Oil and Gas Group,
PTSC Thanh Hoa Port JSC,PTSC Thanh Hoa Port JSC,PTSC Thanh Hoa Port JSC,Company under Vietnam Oil and Gas Group,
Petro Vietnam Security Service Joint Stock Company,Petro Vietnam Security Service Joint Stock Company,Petro Vietnam Security Service Joint Stock Company,Company under Vietnam Oil and Gas Group,
PetroVietnam Trade Union Finance Investment Corporation,PetroVietnam Trade Union Finance Investment Corporation,PetroVietnam Trade Union Finance Investment Corporation,Company under Vietnam Oil and Gas Group,
PetroVietnam Securities Incorporation,PetroVietnam Securities Incorporation,PetroVietnam Securities Incorporation,Company under Vietnam Oil and Gas Group,
PTSC Phu My Port Joint Stock Company,PTSC Phu My Port Joint Stock Company,PTSC Phu My Port Joint Stock Company,Company under Vietnam Oil and Gas Group,
PVD Technical Training and Certification JSC,PVD Technical Training and Certification JSC,PVD Technical Training and Certification JSC,Company under Vietnam Oil and Gas Group,
Pvchem Drilling Mud and Services Company Ltd,Pvchem Drilling Mud and Services Company Ltd,Pvchem Drilling Mud and Services Company Ltd,Company under Vietnam Oil and Gas Group,
Petrosetco Assets Management Joint Stock Company (Hanoi),Petrosetco Assets Management Joint Stock Company (Hanoi),Petrosetco Assets Management Joint Stock Company (Hanoi),Company under Vietnam Oil and Gas Group,
PetroVietnam Oil Vung Tau Joint Stock Company,PetroVietnam Oil Vung Tau Joint Stock Company,PetroVietnam Oil Vung Tau Joint Stock Company,Company under Vietnam Oil and Gas Group,
Binh Son Refining and Petrochemical Joint Stock Company,Binh Son Refining and Petrochemical Joint Stock Company,Binh Son Refining and Petrochemical Joint Stock Company,Company under Vietnam Oil and Gas Group,
Petrosetco Vung Tau General Services Joint Stock Company,Petrosetco Vung Tau General Services Joint Stock Company,Petrosetco Vung Tau General Services Joint Stock Company,Company under Vietnam Oil and Gas Group,
Pvchem Industrial Technical Services Company Limited,Pvchem Industrial Technical Services Company Limited,Pvchem Industrial Technical Services Company Limited,Company under Vietnam Oil and Gas Group,
Petrowaco Property Joint Stock Company,Petrowaco Property Joint Stock Company,Petrowaco Property Joint Stock Company,Company under Vietnam Oil and Gas Group,
PetroVietnam Maintenance and Repair Corporation,PetroVietnam Maintenance and Repair Corporation,PetroVietnam Maintenance and Repair Corporation,Company under Vietnam Oil and Gas Group,
