row_label_raw,row_label_full,col_0,Current year,Prior year,numeric__Current year,numeric__Prior year
,,,VND,VND,,
Current corporate income tax expense,Current corporate income tax expense,Current corporate income tax expense,Current corporate income tax expense,Current corporate income tax expense,,
Corporate Income tax expense based on taxable profit in the current year,Corporate Income tax expense based on taxable profit in the current year,Corporate Income tax expense based on taxable profit in the current year,"152,479,742,445","8,905,364,717",,
Corporate Income tax expense based on taxable profit in the current year,Corporate Income tax expense based on taxable profit in the current year,Corporate Income tax expense based on taxable profit in the current year,"183,851,940","24,328,423,358",,
Total current corporate income tax expense,Total current corporate income tax expense,Total current corporate income tax expense,"152,663,594,385","33,233,788,075",,
Deferred corporate tax,Deferred corporate tax,Deferred corporate tax,Deferred corporate tax,Deferred corporate tax,,
,,,Current year,Prior year,,
,,,VND,VND,,
Deferred corporate tax (income)/expense,Deferred corporate tax (income)/expense,Deferred corporate tax (income)/expense,Deferred corporate tax (income)/expense,Deferred corporate tax (income)/expense,,
Deductible temporary differences,Deductible temporary differences,Deductible temporary differences,"(18,240,900,023)","126,857,133,853",,
Taxable losses and tax incentives not yet applied,Taxable losses and tax incentives not yet applied,Taxable losses and tax incentives not yet applied,"11,121,121,549","(11,121,121,549)",,
Deferred income tax expense arising from unrealized profits and others,Deferred income tax expense arising from unrealized profits and others,Deferred income tax expense arising from unrealized profits and others,"(30,478,780,311)","12,179,807,792",,
Total deferred corporate tax (income)/expense,Total deferred corporate tax (income)/expense,Total deferred corporate tax (income)/expense,"(37,598,558,785)","127,915,820,096",,
