row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Công ty mẹ,
Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty liên kết,
Công ty Cổ phần Hoá đầu và Xơ sợi Việt Nam,Công ty Cổ phần Hoá đầu và Xơ sợi Việt Nam,Công ty Cổ phần Hoá đầu và Xơ sợi Việt Nam,Công ty liên kết,
Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,Công ty cùng Tập đoàn,
Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Công ty cùng Tập đoàn,
Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,Công ty cùng Tập đoàn,
Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,Công ty cùng Tập đoàn,
Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Công ty cùng Tập đoàn,
Ngân hàng TMCP Đại chúng Việt Nam,Ngân hàng TMCP Đại chúng Việt Nam,Ngân hàng TMCP Đại chúng Việt Nam,Công ty cùng Tập đoàn,
Liên doanh Việt – Nga Vietsovpetro,Liên doanh Việt – Nga Vietsovpetro,Liên doanh Việt – Nga Vietsovpetro,Công ty cùng Tập đoàn,
Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí,Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí,Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí,Công ty cùng Tập đoàn,
Công ty Cổ phần PVI,Công ty Cổ phần PVI,Công ty Cổ phần PVI,Công ty cùng Tập đoàn,
Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty cùng Tập đoàn,
Công ty Cổ phần Năng lượng tái tạo Điện lực Dầu khí,Công ty Cổ phần Năng lượng tái tạo Điện lực Dầu khí,Công ty Cổ phần Năng lượng tái tạo Điện lực Dầu khí,Công ty cùng Tập đoàn,
Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,Công ty cùng Tập đoàn,
Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty cùng Tập đoàn,
Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Việt Nam,Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Việt Nam,Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Việt Nam,Công ty cùng Tập đoàn,
Công ty Cổ phần Chứng khoán Dầu khí,Công ty Cổ phần Chứng khoán Dầu khí,Công ty Cổ phần Chứng khoán Dầu khí,Công ty cùng Tập đoàn,
Công ty Cổ phần Cảng Dịch vụ Dầu khí Tổng hợp Phú Mỹ,Công ty Cổ phần Cảng Dịch vụ Dầu khí Tổng hợp Phú Mỹ,Công ty Cổ phần Cảng Dịch vụ Dầu khí Tổng hợp Phú Mỹ,Công ty cùng Tập đoàn,
Công ty Cổ phần Đào tạo Kỹ thuật PVD,Công ty Cổ phần Đào tạo Kỹ thuật PVD,Công ty Cổ phần Đào tạo Kỹ thuật PVD,Công ty cùng Tập đoàn,
Công ty TNHH Dung dịch Khoan Và Dịch vụ Dầu khí,Công ty TNHH Dung dịch Khoan Và Dịch vụ Dầu khí,Công ty TNHH Dung dịch Khoan Và Dịch vụ Dầu khí,Công ty cùng Tập đoàn,
Công ty Cổ phần Quản lý và Khai thác Tài sản Dầu khí,Công ty Cổ phần Quản lý và Khai thác Tài sản Dầu khí,Công ty Cổ phần Quản lý và Khai thác Tài sản Dầu khí,Công ty cùng Tập đoàn,
Công ty Cổ phần Xăng đầu - Dầu khí Vũng Tàu,Công ty Cổ phần Xăng đầu - Dầu khí Vũng Tàu,Công ty Cổ phần Xăng đầu - Dầu khí Vũng Tàu,Công ty cùng Tập đoàn,
