row_label_raw,row_label_full,Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Việt Nam,Số cuối năm > Giá gốc > 109.993.267.289,Số cuối năm > VNDGiá trịcó thể thu hồi > -,Số đầu năm > Giá gốc > 110.043.267.289,Số đầu năm > VNDGiá trịcó thể thu hồi > -,numeric__Số cuối năm > Giá gốc > 109.993.267.289,numeric__Số cuối năm > VNDGiá trịcó thể thu hồi > -,numeric__Số đầu năm > Giá gốc > 110.043.267.289,numeric__Số đầu năm > VNDGiá trịcó thể thu hồi > -
- Phải thu tiền gốc khoản ủy thác vốn đầu tư,- Phải thu tiền gốc khoản ủy thác vốn đầu tư,- Phải thu tiền gốc khoản ủy thác vốn đầu tư,101.547.868.000,-,101.597.868.000,-,101547868000.0,,101597868000.0,
- Phải thu lãi ủy thác phát sinh,- Phải thu lãi ủy thác phát sinh,- Phải thu lãi ủy thác phát sinh,8.445.399.289,-,8.445.399.289,-,8445399289.0,,8445399289.0,
Công ty Cổ phần Hóa đầu và Xơ sợi Việt Nam,Công ty Cổ phần Hóa đầu và Xơ sợi Việt Nam,Công ty Cổ phần Hóa đầu và Xơ sợi Việt Nam,274.210.209.298,835.463.228,115.630.049.443,1.545.947.178,274210209298.0,835463228.0,115630049443.0,1545947178.0
- Phải thu về báo lãnh,- Phải thu về báo lãnh,- Phải thu về báo lãnh,266.367.097.158,-,107.786.937.303,-,266367097158.0,,107786937303.0,
- Phải thu khác,- Phải thu khác,- Phải thu khác,7.843.112.140,835.463.228,7.843.112.140,1.545.947.178,7843112140.0,835463228.0,7843112140.0,1545947178.0
,,,384.203.476.587,835.463.228,225.673.316.732,1.545.947.178,384203476587.0,835463228.0,225673316732.0,1545947178.0
Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,383.368.013.359,,224.127.369.554,,383368013359.0,,224127369554.0,
