row_label_raw,row_label_full,col_0,Closing balance,Opening balance,numeric__Closing balance,numeric__Opening balance
,,,VND,VND,,
Opening balance,Opening balance,Opening balance,"29,759,983,256","29,279,430,994",,
Share of net profit from associates,Share of net profit from associates,Share of net profit from associates,"2,649,700,205","2,664,912,263",,
Dividends,Dividends,Dividends,"(1,820,300,000)","(2,184,360,000)",,
Other adjustments,Dividends > Other adjustments,Other adjustments,1,(1),1.0,-1.0
Closing balance,Closing balance,Closing balance,"30,589,383,462","29,759,983,256",,
