row_label_raw,row_label_full,col_0,Quyềnsử dụng đất,Quyềnsử dụng đất_1,Nhà cửavà vật kiến trúc,Nhà cửavà vật kiến trúc_1,Tổng,Tổng_1,numeric__Quyềnsử dụng đất,numeric__Quyềnsử dụng đất_1,numeric__Nhà cửavà vật kiến trúc,numeric__Nhà cửavà vật kiến trúc_1,numeric__Tổng,numeric__Tổng_1
,,,VND,VND,VND,VND,VND,VND,,,,,,
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,,,
Số dư đầu năm,NGUYÊN GIÁ > Số dư đầu năm,Số dư đầu năm,99.499.152.000,99.499.152.000,218.454.390.202,218.454.390.202,317.953.542.202,317.953.542.202,99499152000.0,99499152000.0,218454390202.0,218454390202.0,317953542202.0,317953542202.0
Số dư cuối năm,NGUYÊN GIÁ > Số dư cuối năm,Số dư cuối năm,99.499.152.000,99.499.152.000,218.454.390.202,218.454.390.202,317.953.542.202,317.953.542.202,99499152000.0,99499152000.0,218454390202.0,218454390202.0,317953542202.0,317953542202.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,,,,,
Số dư đầu năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư đầu năm,Số dư đầu năm,13.681.075.533,13.681.075.533,113.815.821.098,113.815.821.098,127.496.896.631,127.496.896.631,13681075533.0,13681075533.0,113815821098.0,113815821098.0,127496896631.0,127496896631.0
Khẩu hao trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Khẩu hao trong năm,Khẩu hao trong năm,1.005.683.040,1.005.683.040,8.678.063.921,8.678.063.921,9.683.746.961,9.683.746.961,1005683040.0,1005683040.0,8678063921.0,8678063921.0,9683746961.0,9683746961.0
Số dư cuối năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư cuối năm,Số dư cuối năm,14.686.758.573,14.686.758.573,122.493.885.019,122.493.885.019,137.180.643.592,137.180.643.592,14686758573.0,14686758573.0,122493885019.0,122493885019.0,137180643592.0,137180643592.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,,,,
Tại ngày đầu năm,GIÁ TRỊ CÒN LẠI > Tại ngày đầu năm,Tại ngày đầu năm,85.818.076.467,85.818.076.467,104.638.569.104,104.638.569.104,190.456.645.571,190.456.645.571,85818076467.0,85818076467.0,104638569104.0,104638569104.0,190456645571.0,190456645571.0
Tại ngày cuối năm,GIÁ TRỊ CÒN LẠI > Tại ngày cuối năm,Tại ngày cuối năm,84.812.393.427,84.812.393.427,95.960.505.183,95.960.505.183,180.772.898.610,180.772.898.610,84812393427.0,84812393427.0,95960505183.0,95960505183.0,180772898610.0,180772898610.0
