row_label_raw,row_label_full,col_0,Closing balance,Opening balance,numeric__Closing balance,numeric__Opening balance
,,,VND,VND,,
Minimum lease payment in the future under non-cancellable operating lease under the following terms:,Minimum lease payment in the future under non-cancellable operating lease under the following terms:,Minimum lease payment in the future under non-cancellable operating lease under the following terms:,Minimum lease payment in the future under non-cancellable operating lease under the following terms:,Minimum lease payment in the future under non-cancellable operating lease under the following terms:,,
Within one year,Within one year,Within one year,"24,301,530,549","23,225,837,580",,
In the second to fifth year inclusive,In the second to fifth year inclusive,In the second to fifth year inclusive,"97,206,122,196","90,278,317,080",,
After five years,After five years,After five years,"461,729,080,431","473,961,164,670",,
,,,"583,236,733,176","587,465,319,330",,
