row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015,31/12/2014,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__31/12/2014
A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,100,,3.628.092.094.768,3.257.577.665.619,100.0,,3628092094768.0,3257577665619.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5,2.236.855.073.354,1.719.355.604.001,110.0,5.0,2236855073354.0,1719355604001.0
1. Tiền,1. Tiền,1. Tiền,111,,408.953.280.147,245.025.420.285,111.0,,408953280147.0,245025420285.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,1.827.901.793.207,1.474.330.183.716,112.0,,1827901793207.0,1474330183716.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,6,402.259.077.900,677.678.600.693,120.0,6.0,402259077900.0,677678600693.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,266.108.066,6.403.710.080,121.0,,266108066.0,6403710080.0
2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,122,,(148.725.166),(3.463.856.680),122.0,,-148725166.0,-3463856680.0
3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,123,,402.141.695.000,674.738.747.293,123.0,,402141695000.0,674738747293.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,849.952.103.027,691.713.941.202,130.0,,849952103027.0,691713941202.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,7,701.629.959.162,594.825.932.353,131.0,7.0,701629959162.0,594825932353.0
2. Trà trước cho người bán ngắn hạn,2. Trà trước cho người bán ngắn hạn,2. Trà trước cho người bán ngắn hạn,132,,23.521.306.571,20.561.377.359,132.0,,23521306571.0,20561377359.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,8,251.984.027.893,204.588.049.425,136.0,8.0,251984027893.0,204588049425.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,9,(128.155.284.171),(128.933.236.117),137.0,9.0,-128155284171.0,-128933236117.0
5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,139,,972.093.572,671.818.182,139.0,,972093572.0,671818182.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,10,102.835.885.277,103.035.094.830,140.0,10.0,102835885277.0,103035094830.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,106.403.995.752,103.190.066.806,141.0,,106403995752.0,103190066806.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(3.568.110.475),(154.971.976),149.0,,-3568110475.0,-154971976.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,36.189.955.210,65.794.424.893,150.0,,36189955210.0,65794424893.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,,15.632.422.234,11.263.212.393,151.0,,15632422234.0,11263212393.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,20.509.165.297,47.602.776.664,152.0,,20509165297.0,47602776664.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,18,48.367.679,6.928.435.836,153.0,18.0,48367679.0,6928435836.0
