row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2015,31/12/2014,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__31/12/2014
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,5.330.724.925.210,5.377.512.348.811,300.0,,5330724925210.0,5377512348811.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,2.177.979.907.857,1.500.261.649.671,310.0,,2177979907857.0,1500261649671.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,17,833.012.917.535,480.480.790.827,311.0,17.0,833012917535.0,480480790827.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,,26.278.498.674,21.566.066.204,312.0,,26278498674.0,21566066204.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,18,54.031.752.798,31.197.240.331,313.0,18.0,54031752798.0,31197240331.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,129.617.999.412,109.326.259.671,314.0,,129617999412.0,109326259671.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,19,51.606.151.499,62.360.827.104,315.0,19.0,51606151499.0,62360827104.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,,1.361.141.247,996.218.183,318.0,,1361141247.0,996218183.0
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,20,51.309.221.663,54.820.829.507,319.0,20.0,51309221663.0,54820829507.0
8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,320,21,902.429.496.663,629.386.069.744,320.0,21.0,902429496663.0,629386069744.0
9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,321,22,84.190.081.945,80.953.925.357,321.0,22.0,84190081945.0,80953925357.0
"10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi",322,,44.142.646.421,29.173.422.743,322.0,,44142646421.0,29173422743.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,3.152.745.017.353,3.877.250.699.140,330.0,,3152745017353.0,3877250699140.0
1. Phải trả người bán dài hạn,1. Phải trả người bán dài hạn,1. Phải trả người bán dài hạn,331,23,346.336.704.000,577.227.840.000,331.0,23.0,346336704000.0,577227840000.0
2. Chi phí phải trả dài hạn,2. Chi phí phải trả dài hạn,2. Chi phí phải trả dài hạn,333,19,4.668.429.461,4.445.925.245,333.0,19.0,4668429461.0,4445925245.0
3. Phải trả dài hạn khác,3. Phải trả dài hạn khác,3. Phải trả dài hạn khác,337,20,47.668.371.039,39.096.673.070,337.0,20.0,47668371039.0,39096673070.0
4. Vay và nợ thuê tài chính dài hạn,4. Vay và nợ thuê tài chính dài hạn,4. Vay và nợ thuê tài chính dài hạn,338,24,2.715.753.220.402,3.238.287.613.579,338.0,24.0,2715753220402.0,3238287613579.0
5. Dự phòng phải trả dài hạn,5. Dự phòng phải trả dài hạn,5. Dự phòng phải trả dài hạn,342,22,38.318.292.451,18.192.647.246,342.0,22.0,38318292451.0,18192647246.0
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,25,4.325.438.772.901,3.972.422.158.385,400.0,25.0,4325438772901.0,3972422158385.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,,4.325.438.772.901,3.972.422.158.385,410.0,,4325438772901.0,3972422158385.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,2.558.575.420.000,2.558.575.420.000,411.0,,2558575420000.0,2558575420000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,2.558.575.420.000,2.558.575.420.000,,,2558575420000.0,2558575420000.0
2. Quỹ đầu tư phát triển,2. Quỹ đầu tư phát triển,2. Quỹ đầu tư phát triển,418,,128.203.379.690,126.833.343.854,418.0,,128203379690.0,126833343854.0
3. Quỹ khác thuộc vốn chủ sở hữu,3. Quỹ khác thuộc vốn chủ sở hữu,3. Quỹ khác thuộc vốn chủ sở hữu,420,,31.731.319.770,18.909.569.022,420.0,,31731319770.0,18909569022.0
4. Lợi nhuận sau thuế chưa phân phối,4. Lợi nhuận sau thuế chưa phân phối,4. Lợi nhuận sau thuế chưa phân phối,421,,678.408.729.899,426.453.071.434,421.0,,678408729899.0,426453071434.0
- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,310.317.267.326,85.313.219.051,,,310317267326.0,85313219051.0
- Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,368.091.462.573,341.139.852.383,,,368091462573.0,341139852383.0
5. Lợi ích cổ đông không kiểm soát,5. Lợi ích cổ đông không kiểm soát,5. Lợi ích cổ đông không kiểm soát,429,,928.519.923.542,841.650.754.075,429.0,,928519923542.0,841650754075.0
