row_label_raw,row_label_full,Tên chỉ tiêu,Mã số,2014,Tên chỉ tiêu_1,Mã số_1,2014_1,col_6,numeric__Mã số,numeric__2014,numeric__Tên chỉ tiêu_1,numeric__Mã số_1,numeric__2014_1,numeric__col_6
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,196.805.004.660,Thu nhập khác,31,99.814.730.784,Phân loại lại,31.0,196805004660.0,,31.0,99814730784.0,
Chi phí khác,Chi phí khác,Chi phí khác,32,106.127.392.643,Chi phí khác,32,9.137.118.767,Phân loại lại,32.0,106127392643.0,,32.0,9137118767.0,
