row_label_raw,row_label_full,col_0,2015VND,2014VND,numeric__2015VND,numeric__2014VND
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,546.239.372.190,485.690.642.878,546239372190.0,485690642878.0
Trừ: Thu nhập không chịu thuế,Trừ: Thu nhập không chịu thuế,Trừ: Thu nhập không chịu thuế,14.298.309.913,(60.056.521.785),14298309913.0,-60056521785.0
Trừ: Lãi đầu tư vào công ty liên kết,Trừ: Lãi đầu tư vào công ty liên kết,Trừ: Lãi đầu tư vào công ty liên kết,(31.946.553.469),(28.474.385.376),-31946553469.0,-28474385376.0
Cộng: Các khoản lỗ tính thuế của Công ty con,Cộng: Các khoản lỗ tính thuế của Công ty con,Cộng: Các khoản lỗ tính thuế của Công ty con,-,528.478.707,,528478707.0
Cộng: Các khoản chi phí không được khấu trừ,Cộng: Các khoản chi phí không được khấu trừ,Cộng: Các khoản chi phí không được khấu trừ,30.010.225.811,3.556.077.764,30010225811.0,3556077764.0
Thu nhập chịu thuế,Thu nhập chịu thuế,Thu nhập chịu thuế,558.601.354.445,401.244.292.188,558601354445.0,401244292188.0
Lỗ năm trước mang sang,Lỗ năm trước mang sang,Lỗ năm trước mang sang,(46.082.253.655),(69.022.916.780),-46082253655.0,-69022916780.0
Thu nhập tính thuế,Thu nhập tính thuế,Thu nhập tính thuế,512.519.100.790,332.221.375.408,512519100790.0,332221375408.0
Thuế suất hiện hành,Thuế suất hiện hành,Thuế suất hiện hành,22%,22%,0.22,0.22
Thuế thu nhập doanh nghiệp hiện hành,Thuế thu nhập doanh nghiệp hiện hành,Thuế thu nhập doanh nghiệp hiện hành,112.754.202.174,73.088.702.590,112754202174.0,73088702590.0
Điều chỉnh thuế thu nhập doanh nghiệp năm trước,Điều chỉnh thuế thu nhập doanh nghiệp năm trước,Điều chỉnh thuế thu nhập doanh nghiệp năm trước,1.917.976.847,7.485.310.455,1917976847.0,7485310455.0
Tổng chi phí thuế thu nhập doanh nghiệp trong năm,Tổng chi phí thuế thu nhập doanh nghiệp trong năm,Tổng chi phí thuế thu nhập doanh nghiệp trong năm,114.672.179.021,80.574.013.045,114672179021.0,80574013045.0
,,,2015VND,2014VND,,
(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,,,,
- Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ việc hoàn nhập tài sản thuế thu nhập hoãn lại,(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại > - Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ việc hoàn nhập tài sản thuế thu nhập hoãn lại,- Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ việc hoàn nhập tài sản thuế thu nhập hoãn lại,-,3.030.473.529,,3030473529.0
- Thu nhập thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời được khấu trừ,(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại > - Thu nhập thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời được khấu trừ,- Thu nhập thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời được khấu trừ,(1.123.581.606),-,-1123581606.0,
Tổng (thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại > Tổng (thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,Tổng (thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,(1.123.581.606),3.030.473.529,-1123581606.0,3030473529.0
