row_label_raw,row_label_full,31/12/2015,Dịch vụ vận tải VND,Dịch vụ kho nổi VND,Thương mại VND,Dịch vụ khác VND,Tổng VND,numeric__Dịch vụ vận tải VND,numeric__Dịch vụ kho nổi VND,numeric__Thương mại VND,numeric__Dịch vụ khác VND,numeric__Tổng VND
"Tải sản bộ phậnLãi từ công ty liên doanh, liên kếtTài sản không phân bổTổng tài sản hợp nhất","Tải sản bộ phậnLãi từ công ty liên doanh, liên kếtTài sản không phân bổTổng tài sản hợp nhất","Tải sản bộ phậnLãi từ công ty liên doanh, liên kếtTài sản không phân bổTổng tài sản hợp nhất",6.821.431.390.889,2.058.741.367.231,162.395.365.487,19.170.957.913,9.061.739.081.52045.158.839.206549.265.777.3859.656.163.698.111,6821431390889.0,2058741367231.0,162395365487.0,19170957913.0,9.061739081520452e+48
Nợ phải trả bộ phậnNợ phải trả không phân bổTổng nợ phải trả hợp nhất,Nợ phải trả bộ phậnNợ phải trả không phân bổTổng nợ phải trả hợp nhất,Nợ phải trả bộ phậnNợ phải trả không phân bổTổng nợ phải trả hợp nhất,3.830.072.351.469,1.907.878.316.238,157.189.305.724,15.837.713.740,5.910.977.687.171(580.252.761.961)5.330.724.925.210,3830072351469.0,1907878316238.0,157189305724.0,15837713740.0,
31/12/2014,31/12/2014,31/12/2014,Dịch vụ vận tải VND,Dịch vụ kho nổi VND,Thương mại VND,Dịch vụ khác VND,Tổng VND,,,,,
"Tải sản bộ phậnLãi từ công ty liên doanh, liên kếtTài sản không phân bổTổng tài sản hợp nhất","31/12/2014 > Tải sản bộ phậnLãi từ công ty liên doanh, liên kếtTài sản không phân bổTổng tài sản hợp nhất","Tải sản bộ phậnLãi từ công ty liên doanh, liên kếtTài sản không phân bổTổng tài sản hợp nhất",7.187.278.036.126,164.683.004,202.405.832.032,211.734.751.615,7.601.583.302.77728.474.385.3761.719.876.819.0439.349.934.507.196,7187278036126.0,164683004.0,202405832032.0,211734751615.0,7.601583302777284e+49
Nợ phải trả bộ phậnNợ phải trả không phân bổTổng nợ phải trả hợp nhất,31/12/2014 > Nợ phải trả bộ phậnNợ phải trả không phân bổTổng nợ phải trả hợp nhất,Nợ phải trả bộ phậnNợ phải trả không phân bổTổng nợ phải trả hợp nhất,3.011.205.575.331,7.823.114.671,111.264.759.527,86.920.214.721,3.217.213.664.2502.160.298.684.5615.377.512.348.811,3011205575331.0,7823114671.0,111264759527.0,86920214721.0,3.217213664250216e+38
