row_label_raw,row_label_full,col_0,Tài sản,Tài sản_1,Công nợ,Công nợ_1,numeric__Tài sản,numeric__Tài sản_1,numeric__Công nợ,numeric__Công nợ_1
,,,31/12/2015VND,31/12/2014VND,31/12/2015VND,31/12/2014VND,,,,
Đô la Mỹ USD),Đô la Mỹ USD),Đô la Mỹ USD),247.475.760.078,79.341.774.200,2.474.690.739.469,3.281.741.139.445,247475760078.0,79341774200.0,2474690739469.0,3281741139445.0
Euro (EUR),Euro (EUR),Euro (EUR),14.852.217,8.464.620,7.288.949,-,14852217.0,8464620.0,7288949.0,
Yên Nhật (JPY),Yên Nhật (JPY),Yên Nhật (JPY),18.518,5.695.095,779.269.155,22.250.000,18518.0,5695095.0,779269155.0,22250000.0
Băng Anh (GBP),Băng Anh (GBP),Băng Anh (GBP),-,-,643.189.573,-,,,643189573.0,
Đô la Singapore (SGD),Đô la Singapore (SGD),Đô la Singapore (SGD),12.957.943,11.086.438,668.015.976,-,12957943.0,11086438.0,668015976.0,
