row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015,31/12/2014,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__31/12/2014
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,6.028.071.603.343,6.092.356.841.577,200.0,,6028071603343.0,6092356841577.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,13.339.916.828,8.436.142.448,210.0,,13339916828.0,8436142448.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,8,13.339.916.828,8.436.142.448,216.0,8.0,13339916828.0,8436142448.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,5.523.012.350.485,4.047.363.945.400,220.0,,5523012350485.0,4047363945400.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,11,5.520.521.343.770,4.044.934.310.331,221.0,11.0,5520521343770.0,4044934310331.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,8.055.024.920.375,6.263.977.201.974,222.0,,8055024920375.0,6263977201974.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(2.534.503.576.605),(2.219.042.891.643),223.0,,-2534503576605.0,-2219042891643.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,,2.491.006.715,2.429.635.069,227.0,,2491006715.0,2429635069.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,4.943.885.538,4.609.857.870,228.0,,4943885538.0,4609857870.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(2.452.878.823),(2.180.222.801),229.0,,-2452878823.0,-2180222801.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,12,8.511.460.000,8.511.460.000,230.0,12.0,8511460000.0,8511460000.0
1. Nguyên giá,1. Nguyên giá,1. Nguyên giá,231,,8.511.460.000,8.511.460.000,231.0,,8511460000.0,8511460000.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,49.492.500,1.543.135.008.456,240.0,,49492500.0,1543135008456.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,,49.492.500,1.543.135.008.456,242.0,,49492500.0,1543135008456.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,,370.121.606.506,378.302.974.504,250.0,,370121606506.0,378302974504.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,13,144.183.839.206,135.250.698.252,252.0,13.0,144183839206.0,135250698252.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,14,45.937.767.300,63.052.276.252,253.0,14.0,45937767300.0,63052276252.0
3. Đầu tư nắm giữ đến ngày đáo hạn,3. Đầu tư nắm giữ đến ngày đáo hạn,3. Đầu tư nắm giữ đến ngày đáo hạn,255,6,180.000.000.000,180.000.000.000,255.0,6.0,180000000000.0,180000000000.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,113.036.777.024,106.607.310.769,260.0,,113036777024.0,106607310769.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,15,106.390.134.287,100.374.352.771,261.0,15.0,106390134287.0,100374352771.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,16,6.646.642.737,5.523.061.131,262.0,16.0,6646642737.0,5523061131.0
3. Lợi thế thương mại,3. Lợi thế thương mại,3. Lợi thế thương mại,269,,-,709.896.867,269.0,,,709896867.0
TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),270,,9.656.163.698.111,9.349.934.507.196,270.0,,9656163698111.0,9349934507196.0
