row_label_raw,row_label_full,col_0,2015VND,2014VND,numeric__2015VND,numeric__2014VND
Mua hàng và dịch vụ,Mua hàng và dịch vụ,Mua hàng và dịch vụ,Mua hàng và dịch vụ,Mua hàng và dịch vụ,,
Công ty Cổ phần Kinh doanh Khí hóa lỏng Miền Nam,Mua hàng và dịch vụ > Công ty Cổ phần Kinh doanh Khí hóa lỏng Miền Nam,Công ty Cổ phần Kinh doanh Khí hóa lỏng Miền Nam,631.437.391.705,656.428.836.761,631437391705.0,656428836761.0
Công ty TNHH MTV Kinh doanh Khí hóa lỏng Miền Đông,Mua hàng và dịch vụ > Công ty TNHH MTV Kinh doanh Khí hóa lỏng Miền Đông,Công ty TNHH MTV Kinh doanh Khí hóa lỏng Miền Đông,359.919.161.715,213.216.887.735,359919161715.0,213216887735.0
Công ty TNHH MTV Công nghiệp Tàu thủy Dung Quất,Mua hàng và dịch vụ > Công ty TNHH MTV Công nghiệp Tàu thủy Dung Quất,Công ty TNHH MTV Công nghiệp Tàu thủy Dung Quất,277.646.827.901,310.288.804.720,277646827901.0,310288804720.0
Chi nhánh Tổng Công ty Khí Việt Nam - Công ty Cổ phần - Công ty Kinh doanh Sản phẩm khí,Mua hàng và dịch vụ > Chi nhánh Tổng Công ty Khí Việt Nam - Công ty Cổ phần - Công ty Kinh doanh Sản phẩm khí,Chi nhánh Tổng Công ty Khí Việt Nam - Công ty Cổ phần - Công ty Kinh doanh Sản phẩm khí,232.339.395.092,328.359.118.413,232339395092.0,328359118413.0
Công ty Cổ phần Xăng dầu Dầu khí Vũng Tàu,Mua hàng và dịch vụ > Công ty Cổ phần Xăng dầu Dầu khí Vũng Tàu,Công ty Cổ phần Xăng dầu Dầu khí Vũng Tàu,181.317.674.565,180.242.785.554,181317674565.0,180242785554.0
Công ty Cổ phần Xăng dầu Dầu khí Sài Gòn,Mua hàng và dịch vụ > Công ty Cổ phần Xăng dầu Dầu khí Sài Gòn,Công ty Cổ phần Xăng dầu Dầu khí Sài Gòn,115.317.756.101,-,115317756101.0,
Công ty TNHH MTV Lộc hóa Dầu Bình Sơn,Mua hàng và dịch vụ > Công ty TNHH MTV Lộc hóa Dầu Bình Sơn,Công ty TNHH MTV Lộc hóa Dầu Bình Sơn,92.223.397.682,66.455.877.083,92223397682.0,66455877083.0
Công ty Cổ phần Kinh doanh Khí hóa lỏng Miền Bắc,Mua hàng và dịch vụ > Công ty Cổ phần Kinh doanh Khí hóa lỏng Miền Bắc,Công ty Cổ phần Kinh doanh Khí hóa lỏng Miền Bắc,69.065.474.263,127.174.018.484,69065474263.0,127174018484.0
Công ty Cổ phần Xăng dầu Dầu khí Hải Phòng,Mua hàng và dịch vụ > Công ty Cổ phần Xăng dầu Dầu khí Hải Phòng,Công ty Cổ phần Xăng dầu Dầu khí Hải Phòng,32.597.015.600,98.779.842.443,32597015600.0,98779842443.0
Công ty Bảo hiểm Dầu khí Phía Nam,Mua hàng và dịch vụ > Công ty Bảo hiểm Dầu khí Phía Nam,Công ty Bảo hiểm Dầu khí Phía Nam,22.197.290.409,14.729.284.755,22197290409.0,14729284755.0
Công ty Cổ phần Xăng dầu Dầu khí Thái Bình,Mua hàng và dịch vụ > Công ty Cổ phần Xăng dầu Dầu khí Thái Bình,Công ty Cổ phần Xăng dầu Dầu khí Thái Bình,20.956.887.378,,20956887378.0,
Công ty Liên doanh Điều hành Hoàng Long,Mua hàng và dịch vụ > Công ty Liên doanh Điều hành Hoàng Long,Công ty Liên doanh Điều hành Hoàng Long,20.849.727.614,29.387.536.370,20849727614.0,29387536370.0
Liên Doanh Việt Nga - Vietsovpetro,Mua hàng và dịch vụ > Liên Doanh Việt Nga - Vietsovpetro,Liên Doanh Việt Nga - Vietsovpetro,13.423.071.360,43.099.725.000,13423071360.0,43099725000.0
Tổng Công ty Cổ phần Bảo hiểm Dầu khí,Mua hàng và dịch vụ > Tổng Công ty Cổ phần Bảo hiểm Dầu khí,Tổng Công ty Cổ phần Bảo hiểm Dầu khí,12.757.175.295,10.391.561.858,12757175295.0,10391561858.0
Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty cổ phần,Mua hàng và dịch vụ > Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty cổ phần,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty cổ phần,4.725.733.682,24.411.645.000,4725733682.0,24411645000.0
Công ty TNHH Một thành viên khí hóa lỏng Việt Nam,Mua hàng và dịch vụ > Công ty TNHH Một thành viên khí hóa lỏng Việt Nam,Công ty TNHH Một thành viên khí hóa lỏng Việt Nam,-,21.277.013.018,,21277013018.0
,,,2015VND,2014VND,,
