row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,31/12/2015VND > 902.429.496.663 > 570.443.822.358 > 1.577.176.017.473 > 568.133.380.571,31/12/2014VND > 590.325.531.699 > 613.103.526.249 > 1.594.629.100.889 > 1.030.554.986.441,numeric__31/12/2015VND > 902.429.496.663 > 570.443.822.358 > 1.577.176.017.473 > 568.133.380.571,numeric__31/12/2014VND > 590.325.531.699 > 613.103.526.249 > 1.594.629.100.889 > 1.030.554.986.441
,,,3.618.182.717.065,3.828.613.145.278,3618182717065.0,3828613145278.0
Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ thuê tài chính ngắn hạn),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ thuê tài chính ngắn hạn),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ thuê tài chính ngắn hạn),(902.429.496.663),(590.325.531.699),-902429496663.0,-590325531699.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,2.715.753.220.402,3.238.287.613.579,2715753220402.0,3238287613579.0
