row_label_raw,row_label_full,Mã số,Chỉ tiêu,Năm nay,Năm trước,Chênh lệch,%,numeric__Chỉ tiêu,numeric__Năm nay,numeric__Năm trước,numeric__Chênh lệch,numeric__%
21,21,21,Doanh thu hoạt động tài chính,382.561,3.433.674,(3.051.113),-89%,,382561.0,3433674.0,-3051113.0,-0.89
22,22,22,Chi phí tài chính,428.253,275.249,153.004,56%,,428253.0,275249.0,153004.0,0.56
60,60,60,Lợi nhuận sau thuế TNDN,1.005.105,4.102.673,(3.097.568),-76%,,1005105.0,4102673.0,-3097568.0,-0.76
