row_label_raw,row_label_full,col_0,col_1,2020Triệu VND,2019Triệu VND,numeric__col_1,numeric__2020Triệu VND,numeric__2019Triệu VND
,,,,Lợi nhuận thuần thuộc về cổ đông phổ thông sau khi trích quỹ khen thưởng và phúc lợi,2.381.855,,,2381855.0
(ii),(ii),(ii),Số lượng cổ phiếu phổ thông bình quân gia quyền,2020,2019,,2020.0,2019.0
(ii),(ii),(ii),Cổ phiếu phổ thông đầu kỳ - hiện đang lưu hành Ảnh hưởng của cổ phiếu quỹ nằm giữ,2.272.318.410-,2.328.818.410(2.941.096),,,
(ii),(ii) > (ii),(ii),Số lượng cổ phiếu phổ thông bình quân gia quyền trong năm - hiện đang lưu hành,2.272.318.410,2.325.877.314,,2272318410.0,2325877314.0
(iii),(iii),(iii),Lãi cơ bản trên cổ phiếu,2020VND,2019VND,,,
(iii),(iii) > (iii),(iii),Lãi cơ bản trên cổ phiếu,1.048,1.226,,1048.0,1226.0
