row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2020Triệu VND,1/1/2020Triệu VND,,
Các bên liên quan,Các bên liên quan,Các bên liên quan,357.888,1.834.334,357888.0,1834334.0
Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,3.834,725.226,3834.0,725226.0
Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,25.360,411.058,25360.0,411058.0
Công ty Cổ phần Vinpearl,Công ty Cổ phần Vinpearl,Công ty Cổ phần Vinpearl,103.294,230.732,103294.0,230732.0
Tập đoàn Vingroup – Công ty CP,Tập đoàn Vingroup – Công ty CP,Tập đoàn Vingroup – Công ty CP,92.725,348.467,92725.0,348467.0
Công ty TNHH Đầu tư và Phát triển Đô thị Gia Lâm,Công ty TNHH Đầu tư và Phát triển Đô thị Gia Lâm,Công ty TNHH Đầu tư và Phát triển Đô thị Gia Lâm,123.173,-,123173.0,
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,9.502,118.851,9502.0,118851.0
Các bên thức ba,Các bên thức ba,Các bên thức ba,430.474,221.131,430474.0,221131.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,430.474,221.131,430474.0,221131.0
,,,788.362,2.055.465,788362.0,2055465.0
