row_label_raw,row_label_full,Tên công ty,Hoạt động chính,Địa chỉ,Phần trămlợi ích kinh tế vàquyền biểu quyết31/12/2020 và 1/1/2020,numeric__Hoạt động chính,numeric__Địa chỉ,numeric__Phần trămlợi ích kinh tế vàquyền biểu quyết31/12/2020 và 1/1/2020
Các công ty con thuộc sở hữu trực tiếp,Các công ty con thuộc sở hữu trực tiếp,Các công ty con thuộc sở hữu trực tiếp,Các công ty con thuộc sở hữu trực tiếp,Các công ty con thuộc sở hữu trực tiếp,Các công ty con thuộc sở hữu trực tiếp,,,
Công ty TNHH Vincom Retail Miền Nam,Các công ty con thuộc sở hữu trực tiếp > Công ty TNHH Vincom Retail Miền Nam,Công ty TNHH Vincom Retail Miền Nam,"Cho thuê trung tâm thương mại,văn phòng, cung cấp các dịch vụliên quan, và kinh doanh bất động sảnvà dịch vụ vui chơi giải trí.","Số 72 Đường Lê Thánh Tôn và số 45ADường Lý Tự Trọng, Phường Bến Nghé,Quận 1, Thành phố Hồ Chí Minh, Việt Nam.","100,00%",,,1.0
Công ty TNHH Vincom Retail Miền Bắc,Các công ty con thuộc sở hữu trực tiếp > Công ty TNHH Vincom Retail Miền Bắc,Công ty TNHH Vincom Retail Miền Bắc,"Cho thuê trung tâm thương mại,văn phòng, cung cấp các dịch vụliên quan, và kinh doanh bất động sảnvà dịch vụ vui chơi giải trí.","Số 72A Đường Nguyễn Trãi,Phường Thượng Đình, Quận Thanh Xuân,Thành phố Hà Nội, Việt Nam.","100,00%",,,1.0
Công ty Cổ phần Đầu tư và Phát triển Đô thị Suối Hoa,Các công ty con thuộc sở hữu trực tiếp > Công ty Cổ phần Đầu tư và Phát triển Đô thị Suối Hoa,Công ty Cổ phần Đầu tư và Phát triển Đô thị Suối Hoa,"Cho thuê trung tâm thương mại,văn phòng, cung cấp các dịch vụliên quan, và kinh doanh bất động sảnvà dịch vụ vui chơi giải trí.","Km 1+200, Đường Trần Hưng Đạo,Phường Suối Hoa, Thành phố Bắc Ninh,Tỉnh Bắc Ninh, Việt Nam.","97,27%",,,0.9727
Công ty TNHH Đầu tư và Phát triển Bất động sản Hà Thành,Các công ty con thuộc sở hữu trực tiếp > Công ty TNHH Đầu tư và Phát triển Bất động sản Hà Thành,Công ty TNHH Đầu tư và Phát triển Bất động sản Hà Thành,"Cho thuê trung tâm thương mại,văn phòng, cung cấp các dịch vụliên quan, và kinh doanh bất động sảnvà dịch vụ vui chơi giải trí.","Số 7, Đường Bằng Lăng 1, Khu đô thị sinh thái Vinhomes Riverside, Phường Việt Hưng,Quận Long Biên, Thành phố Hà Nội,Việt Nam.","100,00%",,,1.0
