row_label_raw,row_label_full,Trả cổ tức bằng cổ phiếu (Thuyết minh số 23.1),Đơn vị tính: VND > Năm nay > 355.937.290.000,Đơn vị tính: VND > Năm trước > 237.292.530.000,numeric__Đơn vị tính: VND > Năm nay > 355.937.290.000,numeric__Đơn vị tính: VND > Năm trước > 237.292.530.000
Bù trừ khoản cổ tức phải thu với khoản đi vay,Bù trừ khoản cổ tức phải thu với khoản đi vay,Bù trừ khoản cổ tức phải thu với khoản đi vay,(1.113.678.162.323),(6.150.000.000),-1113678162323.0,-6150000000.0
Bù trừ khoản đầu tư góp vốn với khoản đi vay,Bù trừ khoản đầu tư góp vốn với khoản đi vay,Bù trừ khoản đầu tư góp vốn với khoản đi vay,-,(445.545.294.680),,-445545294680.0
