row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả cổ tức,Ngắn hạn > Phải trả cổ tức,Phải trả cổ tức,154.381.174.675,118.692.210.825,154381174675.0,118692210825.0
Phải trả tiền hỗ trợ chuyển giao mặt bằng dự án An Khánh - An Thượng (i),Ngắn hạn > Phải trả tiền hỗ trợ chuyển giao mặt bằng dự án An Khánh - An Thượng (i),Phải trả tiền hỗ trợ chuyển giao mặt bằng dự án An Khánh - An Thượng (i),20.630.454.546,20.630.454.546,20630454546.0,20630454546.0
Nhận đặt cọc cho mục đích bán bất động sản,Ngắn hạn > Nhận đặt cọc cho mục đích bán bất động sản,Nhận đặt cọc cho mục đích bán bất động sản,18.400.000.000,10.000.000.000,18400000000.0,10000000000.0
Thu hộ phải trả,Ngắn hạn > Thu hộ phải trả,Thu hộ phải trả,12.715.464.471,2.701.084.969,12715464471.0,2701084969.0
Phải trả lợi nhuận chia sẻ theo BCC (ii),Ngắn hạn > Phải trả lợi nhuận chia sẻ theo BCC (ii),Phải trả lợi nhuận chia sẻ theo BCC (ii),5.875.000.280,9.567.700.280,5875000280.0,9567700280.0
Quỹ bảo trì căn hộ (iii),Ngắn hạn > Quỹ bảo trì căn hộ (iii),Quỹ bảo trì căn hộ (iii),423.986.203,9.642.574.169,423986203.0,9642574169.0
Phải trả về dòng tiền quản lý tập trung (iv),Ngắn hạn > Phải trả về dòng tiền quản lý tập trung (iv),Phải trả về dòng tiền quản lý tập trung (iv),196.258.430,252.847.042.264,196258430.0,252847042264.0
Các khoản phải trả ngắn hạn khác,Ngắn hạn > Các khoản phải trả ngắn hạn khác,Các khoản phải trả ngắn hạn khác,7.270.216.307,3.971.219.080,7270216307.0,3971219080.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,219.892.554.912,428.052.286.133,219892554912.0,428052286133.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả ngắn hạn các bên khác,Trong đó: > Phải trả ngắn hạn các bên khác,Phải trả ngắn hạn các bên khác,219.245.558.431,55.991.735.493,219245558431.0,55991735493.0
Phải trả ngắn hạn các bên liên quan(Thuyết minh số 30),Trong đó: > Phải trả ngắn hạn các bên liên quan(Thuyết minh số 30),Phải trả ngắn hạn các bên liên quan(Thuyết minh số 30),646.996.481,372.060.550.640,646996481.0,372060550640.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải trả góp vốn theo các BCC (v),Dài hạn > Phải trả góp vốn theo các BCC (v),Phải trả góp vốn theo các BCC (v),750.000.000.000,750.000.000.000,750000000000.0,750000000000.0
Dự án Đầu tư Giai đoạn 1 Xây dựng Khuđô thị mới bản Noọng Tha tại Thủ đô Viên,Dài hạn > Dự án Đầu tư Giai đoạn 1 Xây dựng Khuđô thị mới bản Noọng Tha tại Thủ đô Viên,Dự án Đầu tư Giai đoạn 1 Xây dựng Khuđô thị mới bản Noọng Tha tại Thủ đô Viên,500.000.000.000,500.000.000.000,500000000000.0,500000000000.0
Chăn nước CHDCND Lào,Dài hạn > Chăn nước CHDCND Lào,Chăn nước CHDCND Lào,250.000.000.000,250.000.000.000,250000000000.0,250000000000.0
Dự án Khu đô thị mới An Khánh - AnThượng,Dài hạn > Dự án Khu đô thị mới An Khánh - AnThượng,Dự án Khu đô thị mới An Khánh - AnThượng,22.161.322.344,20.020.719.125,22161322344.0,20020719125.0
Nhận đặt cọc cho thuê,Nhận đặt cọc cho thuê,Nhận đặt cọc cho thuê,,,,
TỔNG CỘNG,Nhận đặt cọc cho thuê > TỔNG CỘNG,TỔNG CỘNG,772.161.322.344,770.020.719.125,772161322344.0,770020719125.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả dài hạn các bên khác,Trong đó: > Phải trả dài hạn các bên khác,Phải trả dài hạn các bên khác,22.161.322.344,19.499.421.574,22161322344.0,19499421574.0
Phải trả dài hạn các bên liên quan(Thuyết minh số 30),Trong đó: > Phải trả dài hạn các bên liên quan(Thuyết minh số 30),Phải trả dài hạn các bên liên quan(Thuyết minh số 30),750.000.000.000,750.521.297.551,750000000000.0,750521297551.0
