row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước(Trình bày lại),numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước(Trình bày lại)
Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,388.443.010.313,12.057.864.659,388443010313.0,12057864659.0
Chi phí phát triển bất động sản để bán,Chi phí phát triển bất động sản để bán,Chi phí phát triển bất động sản để bán,169.339.337.244,111.289.871.757,169339337244.0,111289871757.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,145.394.525.761,63.217.209.651,145394525761.0,63217209651.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,63.154.396.825,74.074.838.802,63154396825.0,74074838802.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,37.313.194.462,36.968.517.663,37313194462.0,36968517663.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,21.489.517.574,7.914.256.060,21489517574.0,7914256060.0
Chi phí khác,Chi phí khác,Chi phí khác,22.473.248.939,31.387.655.512,22473248939.0,31387655512.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,847.607.231.118,336.910.214.104,847607231118.0,336910214104.0
