row_label_raw,row_label_full,Bên liên quan > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),Mối quan hệ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),Nội dung nghiệp vụ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),Số cuối năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),Số đầu năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),numeric__Mối quan hệ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),numeric__Nội dung nghiệp vụ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),numeric__Số cuối năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),numeric__Số đầu năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1)
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Phải thu phí quản lý,8.140.488.057,9.096.352.249,,,8140488057.0,9096352249.0
Công ty Bình An Riverside,Công ty Bình An Riverside,Công ty Bình An Riverside,Công ty con,Phải thu phí tư vấn quản lý dự án,4.860.009.854,4.853.116.669,,,4860009854.0,4853116669.0
Công ty Bình An Riverside,Công ty Bình An Riverside,Công ty Bình An Riverside,Công ty con,Phải thu chuyển nhượng cổ phần,69.954.050.000,-,,,69954050000.0,
Công ty Quốc tế Hà Đô,Công ty Quốc tế Hà Đô,Công ty Quốc tế Hà Đô,Công ty con,Phải thu phí tư vấn quản lý dự án,5.337.040.528,5.092.465.008,,,5337040528.0,5092465008.0
Công ty Hà Đô 1,Công ty Hà Đô 1,Công ty Hà Đô 1,Công ty con,Phải thu cung cấp dịch vụ cho thuê,4.307.406.906,2.572.893.707,,,4307406906.0,2572893707.0
Công ty ZaHưng,Công ty ZaHưng,Công ty ZaHưng,Công ty con,Phải thu phí tư vấn quản lý dự án,3.391.241.230,1.625.331.634,,,3391241230.0,1625331634.0
Công ty Hà Đô 45,Công ty Hà Đô 45,Công ty Hà Đô 45,Công ty con (đến ngày 23 tháng 4 năm 2020),Phải thu phí tư vấn quản lý dự án,-,4.609.939.646,,,,4609939646.0
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Phải thu phí tư vấn giám sát dự án,2.257.133.027,4.879.004.543,,,2257133027.0,4879004543.0
Các công ty con khác,Các công ty con khác,Các công ty con khác,Công ty con,Phải thu phí tư vấn quản lý dự án,5.260.944.198,3.572.283.254,,,5260944198.0,3572283254.0
