row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty có chung thành viên HĐQT,Nhận chuyển nhượng cổ phần Tạm ứng phí thi công Phí thi công xây dựng Phi thi công xây dựng đã trả,- - 2.888.793.000 635.574.060,1.040.000.000 2.542.296.240 -,,,,
Ông Nguyễn Trọng Thông,Ông Nguyễn Trọng Thông,Ông Nguyễn Trọng Thông,Chủ tịch HĐQT,Đi vay Hoàn trả khoản vay vay,- -,39.000.000.000 39.000.000.000,,,,
