row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
100,100,100,A. TÀI SẢN NGẮN HẠN,,1.482.764.728.754,1.493.092.162.028,,,1482764728754.0,1493092162028.0
110,110,110,I. Tiền,5,178.435.962.361,176.477.881.051,,5.0,178435962361.0,176477881051.0
111,111,111,1. Tiền,,178.435.962.361,176.477.881.051,,,178435962361.0,176477881051.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,-,278.083.668.341,,,,278083668341.0
121,121,121,1. Chứng khoán kinh doanh,6.1,-,211.011.435.581,,61.0,,211011435581.0
123,123,123,2. Đầu tư nằm giữ đến ngày đáo hạn,6.2,-,67.072.232.760,,62.0,,67072232760.0
130,130,130,III. Các khoản phải thu ngắn hạn,,602.965.745.586,525.714.829.002,,,602965745586.0,525714829002.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,173.569.699.916,91.580.425.735,,71.0,173569699916.0,91580425735.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7.2,295.822.946.284,296.843.107.532,,72.0,295822946284.0,296843107532.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,79.992.628.583,79.212.628.583,,8.0,79992628583.0,79212628583.0
136,136,136,4. Phải thu ngắn hạn khác,9,92.874.742.089,75.883.420.865,,9.0,92874742089.0,75883420865.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,10,(39.294.271.286),(17.804.753.713),,10.0,-39294271286.0,-17804753713.0
140,140,140,IV. Hàng tồn kho,11,666.555.051.703,486.442.532.226,,11.0,666555051703.0,486442532226.0
141,141,141,1. Hàng tồn kho,,666.555.051.703,486.442.532.226,,,666555051703.0,486442532226.0
150,150,150,V. Tài sản ngắn hạn khác,,34.807.969.104,26.373.251.408,,,34807969104.0,26373251408.0
151,151,151,1. Chi phí trả trước ngắn hạn,,435.040.036,264.165.970,,,435040036.0,264165970.0
152,152,152,2. Thuế GTGT được khấu trừ,18,24.344.505.265,23.152.329.623,,18.0,24344505265.0,23152329623.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,10.028.423.803,2.956.755.815,,18.0,10028423803.0,2956755815.0
