row_label_raw,row_label_full,col_0,Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm(Trình bày lại),numeric__Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,numeric__Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm(Trình bày lại)
Phải trả cho người bán ngắn hạn,Phải trả cho người bán ngắn hạn,Phải trả cho người bán ngắn hạn,22.157.248.349,67.581.579.739,22157248349.0,67581579739.0
- Công ty Cổ phần Tập đoàn TOJI,- Công ty Cổ phần Tập đoàn TOJI,- Công ty Cổ phần Tập đoàn TOJI,3.365.569.077,-,3365569077.0,
- Công ty Cổ phần Tập đoàn Đầu tư Vĩnh Tiến và Bà Nguyễn Thị Trang,- Công ty Cổ phần Tập đoàn Đầu tư Vĩnh Tiến và Bà Nguyễn Thị Trang,- Công ty Cổ phần Tập đoàn Đầu tư Vĩnh Tiến và Bà Nguyễn Thị Trang,-,56.200.000.000,,56200000000.0
- Phải trả đối tượng khác,- Phải trả đối tượng khác,- Phải trả đối tượng khác,18.791.679.272,11.381.579.739,18791679272.0,11381579739.0
Phải trả ngắn hạn cho các bên liên quan(Thuyết minh số 30),Phải trả ngắn hạn cho các bên liên quan(Thuyết minh số 30),Phải trả ngắn hạn cho các bên liên quan(Thuyết minh số 30),23.553.393.628,4.559.869.063,23553393628.0,4559869063.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,45.710.641.977,72.141.448.802,45710641977.0,72141448802.0
