row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
300,300,300,C. NỘ PHẢI TRẢ,,4.001.273.719.911,3.945.031.138.340,,,4001273719911.0,3945031138340.0
310,310,310,I. Nợ ngắn hạn,,1.570.909.980.951,1.326.764.558.142,,,1570909980951.0,1326764558142.0
311,311,311,1. Phải trả người bán ngắn hạn,17.1,45.710.641.977,72.141.448.802,,171.0,45710641977.0,72141448802.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17.2,304.786.726.021,20.596.057.463,,172.0,304786726021.0,20596057463.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,2.070.073.419,3.565.543.818,,18.0,2070073419.0,3565543818.0
314,314,314,4. Phải trả người lao động,,7.615.059.031,10.078.854.590,,,7615059031.0,10078854590.0
315,315,315,5. Chi phí phải trả ngắn hạn,19,327.067.980.635,325.861.933.499,,19.0,327067980635.0,325861933499.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,5.825.275.446,3.694.478.469,,,5825275446.0,3694478469.0
319,319,319,7. Phải trả ngắn hạn khác,20,219.892.554.912,428.052.286.133,,20.0,219892554912.0,428052286133.0
320,320,320,8. Vay ngắn hạn,21,654.210.423.361,450.083.604.253,,21.0,654210423361.0,450083604253.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",22,3.731.246.149,12.690.351.115,,22.0,3731246149.0,12690351115.0
330,330,330,II. Nợ dài hạn,,2.430.363.738.960,2.618.266.580.198,,,2430363738960.0,2618266580198.0
333,333,333,1. Chi phí phải trả dài hạn,19,28.424.657.534,-,,19.0,28424657534.0,
336,336,336,2. Doanh thu chưa thực hiện dài hạn,,6.617.170.996,9.923.944.169,,,6617170996.0,9923944169.0
337,337,337,3. Phải trả dài hạn khác,20,772.161.322.344,770.020.719.125,,20.0,772161322344.0,770020719125.0
338,338,338,4. Vay dài hạn,21,1.622.915.102.330,1.837.905.102.598,,21.0,1622915102330.0,1837905102598.0
342,342,342,5. Dự phòng phải trả dài hạn,,245.485.756,416.814.306,,,245485756.0,416814306.0
